"","GS-10-0-","GS-10-0.2-","GS-10-0.5-","GS-10-0.8-","GS-10-1-","GS-20-0-","GS-20-0.2-","GS-20-0.5-","GS-20-0.8-","GS-20-1-","GS-30-0-","GS-30-0.2-","GS-30-0.5-","GS-30-0.8-","GS-30-1-","GS-40-0-","GS-40-0.2-","GS-40-0.5-","GS-40-0.8-","GS-40-1-","GS-50-0-","GS-50-0.2-","GS-50-0.5-","GS-50-0.8-","GS-50-1-","GS-100-0-","GS-100-0.2-","GS-100-0.5-","GS-100-0.8-","GS-100-1-","GS-200-0-","GS-200-0.2-","GS-200-0.5-","GS-200-0.8-","GS-200-1-","GS-300-0-","GS-300-0.2-","GS-300-0.5-","GS-300-0.8-","GS-300-1-","GS-400-0-","GS-400-0.2-","GS-400-0.5-","GS-400-0.8-","GS-400-1-","GS-500-0-","GS-500-0.2-","GS-500-0.5-","GS-500-0.8-","GS-500-1-"
"SCSE1",4,4,3,0,0,4,6,0,1,1,10,9,4,0,1,16,12,5,0,1,24,12,5,1,0,39,21,4,1,1,79,62,18,1,3,99,81,27,4,0,100,92,40,6,2,100,99,56,2,2
"AddModuleScore1",4,3,6,1,2,7,7,1,0,2,18,12,5,0,1,20,17,9,0,1,29,21,6,0,1,50,30,8,1,1,84,74,24,1,2,100,83,31,4,0,100,95,41,7,2,100,100,64,1,3
"ssGSEA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE2",7,8,5,3,2,22,15,4,5,2,43,21,6,7,6,50,36,9,4,2,66,44,12,7,2,92,82,32,6,6,100,99,73,14,6,100,100,83,8,9,100,100,97,8,11,100,100,99,15,5
"AUCell2",8,7,6,5,1,21,13,5,4,1,33,20,5,2,3,43,30,7,3,0,49,39,11,8,2,90,70,23,5,4,100,97,61,9,5,100,99,71,7,2,100,100,91,3,7,100,100,97,14,6
"UCell2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCSE2",4,3,2,1,1,3,2,1,2,0,6,5,1,1,1,9,4,0,1,0,5,3,0,2,1,18,6,2,1,0,33,21,7,1,0,70,32,7,2,0,93,62,17,0,1,100,81,29,0,0
"AddModuleScore2",3,1,2,0,2,3,1,1,3,1,4,3,2,0,0,9,5,0,1,0,4,2,0,1,1,17,5,3,1,0,38,19,4,1,0,70,35,8,2,0,97,63,16,0,2,100,82,23,0,0
"ssGSEA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE3",9,5,2,3,3,42,29,4,3,5,39,24,8,1,3,64,45,25,2,2,79,45,17,5,0,98,91,52,7,3,100,100,82,7,5,100,100,96,19,11,100,100,98,22,10,100,100,98,28,12
"AUCell3",14,9,5,4,3,35,29,7,5,2,29,18,8,3,2,45,38,22,2,3,69,39,12,5,3,96,83,34,2,2,100,99,64,4,5,100,100,86,13,6,100,100,98,13,5,100,100,99,19,11
"UCell3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS3",3,0,0,0,0,4,1,0,0,0,0,0,0,0,0,2,1,0,0,0,2,2,0,0,0,7,2,1,1,0,10,4,0,0,0,18,10,0,0,0,20,7,0,0,0,30,6,0,0,0
"SCSE3",6,2,1,0,2,7,7,1,1,1,3,2,2,1,2,5,2,3,0,0,4,5,3,1,1,27,21,5,1,0,56,38,5,0,0,93,57,17,3,0,100,82,18,2,0,100,98,25,1,3
"AddModuleScore3",6,2,1,2,3,8,6,1,1,3,2,1,1,1,3,5,5,3,1,0,5,6,2,1,1,30,22,6,2,0,61,38,6,0,0,93,59,17,2,0,100,83,19,3,0,100,98,27,1,3
"ssGSEA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE4",15,10,6,4,0,34,26,11,0,4,58,29,16,3,4,72,52,19,2,2,73,54,21,8,4,98,91,51,5,4,100,100,77,13,1,100,100,96,10,9,100,100,98,19,11,100,100,98,22,14
"AUCell4",17,12,7,5,2,36,29,8,7,2,50,25,14,3,4,58,50,15,3,1,67,46,16,7,3,93,76,39,4,3,100,100,67,13,3,100,100,89,7,8,100,100,98,15,11,100,100,99,21,11
"UCell4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS4",9,4,5,6,0,18,12,2,3,1,19,9,6,4,2,31,19,7,3,1,20,16,7,4,0,50,37,17,5,0,85,59,22,8,1,99,87,39,9,1,100,94,30,5,2,100,99,53,7,1
"SCSE4",2,2,3,6,0,12,6,1,0,2,10,7,2,2,3,21,10,5,0,1,8,7,4,4,0,37,22,7,1,0,75,48,11,2,2,96,75,26,4,1,100,95,25,4,1,100,100,45,4,5
"AddModuleScore4",5,5,2,5,0,11,7,2,0,2,14,8,4,1,4,19,15,6,1,1,10,11,8,6,0,41,26,9,1,0,84,54,15,3,4,97,81,33,4,1,100,96,30,3,0,100,100,48,4,5
"ssGSEA5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE5",11,7,6,1,1,15,8,6,2,2,28,22,5,4,2,43,32,9,1,3,59,30,8,2,1,98,71,29,5,3,100,99,63,1,4,100,99,91,8,6,100,100,94,12,7,100,100,100,10,6
"AUCell5",12,8,5,0,0,15,8,6,3,1,20,23,5,3,1,27,17,8,3,1,43,25,9,2,1,84,53,17,4,4,100,93,37,4,2,100,100,68,3,4,100,100,84,13,6,100,100,92,5,7
"UCell5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS5",2,3,1,0,0,1,0,0,0,0,3,4,1,0,0,3,4,0,0,0,1,2,0,1,0,9,2,0,0,0,11,6,0,0,0,26,8,3,1,0,31,8,3,0,0,46,13,5,0,0
"SCSE5",4,4,0,0,0,1,0,1,0,0,3,4,0,1,2,3,5,1,0,0,1,3,1,1,0,15,3,0,1,1,25,15,3,0,0,47,24,10,1,2,77,40,8,1,0,99,59,17,0,1
"AddModuleScore5",4,4,1,0,1,3,0,1,0,0,4,4,1,1,1,4,6,1,0,0,4,2,1,2,0,17,3,0,2,1,34,19,5,0,0,52,27,10,1,1,85,44,8,1,0,99,64,22,1,2
"ssGSEA6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE6",9,6,5,0,1,38,23,9,6,1,41,25,13,8,2,68,47,17,2,2,78,48,22,2,2,99,92,51,6,1,100,100,87,8,5,100,100,95,11,7,100,100,100,20,18,100,100,99,26,13
"AUCell6",15,14,10,1,0,31,21,11,6,2,38,29,16,9,3,57,40,18,5,3,65,52,23,4,2,94,82,52,8,0,100,99,63,6,3,100,100,89,9,6,100,100,96,16,8,100,100,98,21,9
"UCell6",6,2,4,0,0,10,7,2,1,0,6,8,2,6,1,10,9,4,3,1,13,12,6,1,2,28,20,14,6,1,43,30,21,9,6,80,48,28,9,8,93,68,34,10,5,100,79,24,14,1
"scPS6",10,8,5,2,1,22,15,8,3,1,26,22,10,11,3,31,34,16,6,1,40,28,23,5,4,81,59,40,17,3,99,86,56,22,9,100,96,82,38,15,100,100,89,34,9,100,100,93,53,6
"SCSE6",2,0,2,0,1,8,5,1,1,0,4,6,0,2,0,10,7,2,1,1,11,9,7,0,0,41,22,10,1,0,84,45,15,1,1,98,77,33,2,0,100,97,34,6,1,100,100,38,8,1
"AddModuleScore6",4,3,2,1,0,12,9,2,1,0,12,9,1,2,0,12,9,5,1,0,14,14,7,0,0,58,30,10,3,0,90,50,16,1,2,99,78,36,3,0,100,97,39,5,2,100,100,47,7,2
"ssGSEA7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE7",11,8,3,5,0,22,11,4,1,2,39,26,10,1,5,55,36,12,5,4,65,42,21,1,2,97,78,34,5,4,100,99,77,6,6,100,99,85,19,8,100,100,95,12,7,100,100,97,23,9
"AUCell7",15,8,5,2,0,21,13,7,2,2,36,30,11,3,1,46,30,17,2,1,47,38,16,4,4,89,64,22,4,2,100,99,65,5,4,100,100,82,11,6,100,100,88,8,9,100,100,92,17,7
"UCell7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCSE7",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,1,1,0,0,2,2,0,0,0,2,4,1,0,0,4,7,1,0,0,4,7,0,0,0
"AddModuleScore7",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ssGSEA8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE8",10,9,5,1,0,22,14,5,1,2,37,20,4,1,3,52,35,22,3,2,66,40,14,5,2,98,83,38,2,1,100,100,80,5,7,100,100,87,5,7,100,100,98,19,5,100,100,97,14,11
"AUCell8",7,10,9,4,1,22,14,4,1,2,23,14,9,0,2,28,17,13,5,1,45,23,16,3,3,82,63,24,3,1,99,94,56,2,6,100,100,73,4,2,100,100,85,8,3,100,100,93,7,6
"UCell8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS8",2,2,0,0,0,3,3,1,0,0,5,0,2,0,0,4,1,3,0,1,2,1,2,0,0,12,4,1,0,0,16,7,1,0,0,24,17,2,1,0,25,11,2,0,0,36,13,1,0,0
"SCSE8",2,3,0,1,0,7,6,5,0,0,6,3,2,2,1,9,4,6,1,2,8,4,4,1,2,25,15,8,1,2,55,35,14,1,2,84,58,17,1,3,98,77,31,2,3,100,94,33,4,2
"AddModuleScore8",2,3,0,1,0,9,3,3,0,0,8,4,2,1,1,7,3,6,1,1,8,7,6,0,1,25,18,6,1,2,57,38,19,1,3,88,55,20,1,3,98,75,33,1,3,100,90,32,3,2
"ssGSEA9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE9",13,9,1,2,6,29,16,5,2,3,42,26,9,1,3,56,37,6,2,1,73,46,17,2,1,98,90,44,4,0,100,100,72,6,5,100,100,87,11,9,100,100,96,11,9,100,100,99,11,7
"AUCell9",18,13,6,3,2,31,14,10,7,1,38,24,9,4,5,47,31,15,6,2,60,45,17,3,0,91,73,37,4,1,100,98,54,5,5,100,99,79,11,8,100,100,91,12,11,100,100,94,6,7
"UCell9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS9",11,10,1,4,2,13,4,2,5,5,15,10,4,3,0,9,8,5,3,0,17,16,13,2,0,46,29,15,6,1,82,56,24,5,0,99,73,23,4,0,100,90,30,7,0,100,94,33,3,0
"SCSE9",5,3,0,2,1,6,3,1,2,2,7,2,3,2,2,5,5,3,2,1,7,9,5,2,0,22,15,7,1,0,54,37,7,2,1,99,67,14,1,1,100,79,19,3,2,100,95,32,4,2
"AddModuleScore9",7,7,1,2,0,12,5,1,3,1,13,11,3,2,3,7,7,4,2,1,15,11,8,2,1,40,23,7,2,0,74,45,13,2,3,99,76,16,3,2,100,89,22,5,3,100,96,43,5,2
