"","count","geneset","methods"
"211",0,"GS-10-0.8-","ssGSEA"
"212",4,"GS-10-0.8-","JASMINE"
"213",1,"GS-10-0.8-","AUCell"
"214",0,"GS-10-0.8-","UCell"
"215",0,"GS-10-0.8-","scPS"
"216",3,"GS-10-0.8-","SCSE"
"217",1,"GS-10-0.8-","AddModuleScore"
"218",0,"GS-10-0.8-","ssGSEA1"
"219",0,"GS-10-0.8-","JASMINE1"
"220",2,"GS-10-0.8-","AUCell1"
"221",0,"GS-10-0.8-","UCell1"
"222",1,"GS-10-0.8-","scPS1"
"223",0,"GS-10-0.8-","SCSE1"
"224",1,"GS-10-0.8-","AddModuleScore1"
"225",0,"GS-10-0.8-","ssGSEA2"
"226",3,"GS-10-0.8-","JASMINE2"
"227",5,"GS-10-0.8-","AUCell2"
"228",0,"GS-10-0.8-","UCell2"
"229",0,"GS-10-0.8-","scPS2"
"230",1,"GS-10-0.8-","SCSE2"
"231",0,"GS-10-0.8-","AddModuleScore2"
"232",0,"GS-10-0.8-","ssGSEA3"
"233",3,"GS-10-0.8-","JASMINE3"
"234",4,"GS-10-0.8-","AUCell3"
"235",0,"GS-10-0.8-","UCell3"
"236",0,"GS-10-0.8-","scPS3"
"237",0,"GS-10-0.8-","SCSE3"
"238",2,"GS-10-0.8-","AddModuleScore3"
"239",0,"GS-10-0.8-","ssGSEA4"
"240",4,"GS-10-0.8-","JASMINE4"
"241",5,"GS-10-0.8-","AUCell4"
"242",0,"GS-10-0.8-","UCell4"
"243",6,"GS-10-0.8-","scPS4"
"244",6,"GS-10-0.8-","SCSE4"
"245",5,"GS-10-0.8-","AddModuleScore4"
"246",0,"GS-10-0.8-","ssGSEA5"
"247",1,"GS-10-0.8-","JASMINE5"
"248",0,"GS-10-0.8-","AUCell5"
"249",0,"GS-10-0.8-","UCell5"
"250",0,"GS-10-0.8-","scPS5"
"251",0,"GS-10-0.8-","SCSE5"
"252",0,"GS-10-0.8-","AddModuleScore5"
"253",0,"GS-10-0.8-","ssGSEA6"
"254",0,"GS-10-0.8-","JASMINE6"
"255",1,"GS-10-0.8-","AUCell6"
"256",0,"GS-10-0.8-","UCell6"
"257",2,"GS-10-0.8-","scPS6"
"258",0,"GS-10-0.8-","SCSE6"
"259",1,"GS-10-0.8-","AddModuleScore6"
"260",0,"GS-10-0.8-","ssGSEA7"
"261",5,"GS-10-0.8-","JASMINE7"
"262",2,"GS-10-0.8-","AUCell7"
"263",0,"GS-10-0.8-","UCell7"
"264",0,"GS-10-0.8-","scPS7"
"265",0,"GS-10-0.8-","SCSE7"
"266",0,"GS-10-0.8-","AddModuleScore7"
"267",0,"GS-10-0.8-","ssGSEA8"
"268",1,"GS-10-0.8-","JASMINE8"
"269",4,"GS-10-0.8-","AUCell8"
"270",0,"GS-10-0.8-","UCell8"
"271",0,"GS-10-0.8-","scPS8"
"272",1,"GS-10-0.8-","SCSE8"
"273",1,"GS-10-0.8-","AddModuleScore8"
"274",0,"GS-10-0.8-","ssGSEA9"
"275",2,"GS-10-0.8-","JASMINE9"
"276",3,"GS-10-0.8-","AUCell9"
"277",0,"GS-10-0.8-","UCell9"
"278",4,"GS-10-0.8-","scPS9"
"279",2,"GS-10-0.8-","SCSE9"
"280",2,"GS-10-0.8-","AddModuleScore9"
"281",0,"GS-10-1-","ssGSEA"
"282",1,"GS-10-1-","JASMINE"
"283",1,"GS-10-1-","AUCell"
"284",0,"GS-10-1-","UCell"
"285",0,"GS-10-1-","scPS"
"286",0,"GS-10-1-","SCSE"
"287",0,"GS-10-1-","AddModuleScore"
"288",0,"GS-10-1-","ssGSEA1"
"289",0,"GS-10-1-","JASMINE1"
"290",0,"GS-10-1-","AUCell1"
"291",0,"GS-10-1-","UCell1"
"292",1,"GS-10-1-","scPS1"
"293",0,"GS-10-1-","SCSE1"
"294",2,"GS-10-1-","AddModuleScore1"
"295",0,"GS-10-1-","ssGSEA2"
"296",2,"GS-10-1-","JASMINE2"
"297",1,"GS-10-1-","AUCell2"
"298",0,"GS-10-1-","UCell2"
"299",0,"GS-10-1-","scPS2"
"300",1,"GS-10-1-","SCSE2"
"301",2,"GS-10-1-","AddModuleScore2"
"302",0,"GS-10-1-","ssGSEA3"
"303",3,"GS-10-1-","JASMINE3"
"304",3,"GS-10-1-","AUCell3"
"305",0,"GS-10-1-","UCell3"
"306",0,"GS-10-1-","scPS3"
"307",2,"GS-10-1-","SCSE3"
"308",3,"GS-10-1-","AddModuleScore3"
"309",0,"GS-10-1-","ssGSEA4"
"310",0,"GS-10-1-","JASMINE4"
"311",2,"GS-10-1-","AUCell4"
"312",0,"GS-10-1-","UCell4"
"313",0,"GS-10-1-","scPS4"
"314",0,"GS-10-1-","SCSE4"
"315",0,"GS-10-1-","AddModuleScore4"
"316",0,"GS-10-1-","ssGSEA5"
"317",1,"GS-10-1-","JASMINE5"
"318",0,"GS-10-1-","AUCell5"
"319",0,"GS-10-1-","UCell5"
"320",0,"GS-10-1-","scPS5"
"321",0,"GS-10-1-","SCSE5"
"322",1,"GS-10-1-","AddModuleScore5"
"323",0,"GS-10-1-","ssGSEA6"
"324",1,"GS-10-1-","JASMINE6"
"325",0,"GS-10-1-","AUCell6"
"326",0,"GS-10-1-","UCell6"
"327",1,"GS-10-1-","scPS6"
"328",1,"GS-10-1-","SCSE6"
"329",0,"GS-10-1-","AddModuleScore6"
"330",0,"GS-10-1-","ssGSEA7"
"331",0,"GS-10-1-","JASMINE7"
"332",0,"GS-10-1-","AUCell7"
"333",0,"GS-10-1-","UCell7"
"334",0,"GS-10-1-","scPS7"
"335",0,"GS-10-1-","SCSE7"
"336",0,"GS-10-1-","AddModuleScore7"
"337",0,"GS-10-1-","ssGSEA8"
"338",0,"GS-10-1-","JASMINE8"
"339",1,"GS-10-1-","AUCell8"
"340",0,"GS-10-1-","UCell8"
"341",0,"GS-10-1-","scPS8"
"342",0,"GS-10-1-","SCSE8"
"343",0,"GS-10-1-","AddModuleScore8"
"344",0,"GS-10-1-","ssGSEA9"
"345",6,"GS-10-1-","JASMINE9"
"346",2,"GS-10-1-","AUCell9"
"347",0,"GS-10-1-","UCell9"
"348",2,"GS-10-1-","scPS9"
"349",1,"GS-10-1-","SCSE9"
"350",0,"GS-10-1-","AddModuleScore9"
"351",0,"GS-20-0-","ssGSEA"
"352",26,"GS-20-0-","JASMINE"
"353",18,"GS-20-0-","AUCell"
"354",0,"GS-20-0-","UCell"
"355",0,"GS-20-0-","scPS"
"356",1,"GS-20-0-","SCSE"
"357",2,"GS-20-0-","AddModuleScore"
"358",0,"GS-20-0-","ssGSEA1"
"359",35,"GS-20-0-","JASMINE1"
"360",35,"GS-20-0-","AUCell1"
"361",0,"GS-20-0-","UCell1"
"362",15,"GS-20-0-","scPS1"
"363",4,"GS-20-0-","SCSE1"
"364",7,"GS-20-0-","AddModuleScore1"
"365",0,"GS-20-0-","ssGSEA2"
"366",22,"GS-20-0-","JASMINE2"
"367",21,"GS-20-0-","AUCell2"
"368",0,"GS-20-0-","UCell2"
"369",0,"GS-20-0-","scPS2"
"370",3,"GS-20-0-","SCSE2"
"371",3,"GS-20-0-","AddModuleScore2"
"372",0,"GS-20-0-","ssGSEA3"
"373",42,"GS-20-0-","JASMINE3"
"374",35,"GS-20-0-","AUCell3"
"375",0,"GS-20-0-","UCell3"
"376",4,"GS-20-0-","scPS3"
"377",7,"GS-20-0-","SCSE3"
"378",8,"GS-20-0-","AddModuleScore3"
"379",0,"GS-20-0-","ssGSEA4"
"380",34,"GS-20-0-","JASMINE4"
"381",36,"GS-20-0-","AUCell4"
"382",0,"GS-20-0-","UCell4"
"383",18,"GS-20-0-","scPS4"
"384",12,"GS-20-0-","SCSE4"
"385",11,"GS-20-0-","AddModuleScore4"
"386",0,"GS-20-0-","ssGSEA5"
"387",15,"GS-20-0-","JASMINE5"
"388",15,"GS-20-0-","AUCell5"
"389",0,"GS-20-0-","UCell5"
"390",1,"GS-20-0-","scPS5"
"391",1,"GS-20-0-","SCSE5"
"392",3,"GS-20-0-","AddModuleScore5"
"393",0,"GS-20-0-","ssGSEA6"
"394",38,"GS-20-0-","JASMINE6"
"395",31,"GS-20-0-","AUCell6"
"396",10,"GS-20-0-","UCell6"
"397",22,"GS-20-0-","scPS6"
"398",8,"GS-20-0-","SCSE6"
"399",12,"GS-20-0-","AddModuleScore6"
"400",0,"GS-20-0-","ssGSEA7"
"401",22,"GS-20-0-","JASMINE7"
"402",21,"GS-20-0-","AUCell7"
"403",0,"GS-20-0-","UCell7"
"404",0,"GS-20-0-","scPS7"
"405",1,"GS-20-0-","SCSE7"
"406",1,"GS-20-0-","AddModuleScore7"
"407",0,"GS-20-0-","ssGSEA8"
"408",22,"GS-20-0-","JASMINE8"
"409",22,"GS-20-0-","AUCell8"
"410",0,"GS-20-0-","UCell8"
"411",3,"GS-20-0-","scPS8"
"412",7,"GS-20-0-","SCSE8"
"413",9,"GS-20-0-","AddModuleScore8"
"414",0,"GS-20-0-","ssGSEA9"
"415",29,"GS-20-0-","JASMINE9"
"416",31,"GS-20-0-","AUCell9"
"417",0,"GS-20-0-","UCell9"
"418",13,"GS-20-0-","scPS9"
"419",6,"GS-20-0-","SCSE9"
"420",12,"GS-20-0-","AddModuleScore9"
"421",0,"GS-20-0.2-","ssGSEA"
"422",14,"GS-20-0.2-","JASMINE"
"423",11,"GS-20-0.2-","AUCell"
"424",0,"GS-20-0.2-","UCell"
"425",0,"GS-20-0.2-","scPS"
"426",3,"GS-20-0.2-","SCSE"
"427",3,"GS-20-0.2-","AddModuleScore"
"428",0,"GS-20-0.2-","ssGSEA1"
"429",16,"GS-20-0.2-","JASMINE1"
"430",19,"GS-20-0.2-","AUCell1"
"431",0,"GS-20-0.2-","UCell1"
"432",9,"GS-20-0.2-","scPS1"
"433",6,"GS-20-0.2-","SCSE1"
"434",7,"GS-20-0.2-","AddModuleScore1"
"435",0,"GS-20-0.2-","ssGSEA2"
"436",15,"GS-20-0.2-","JASMINE2"
"437",13,"GS-20-0.2-","AUCell2"
"438",0,"GS-20-0.2-","UCell2"
"439",0,"GS-20-0.2-","scPS2"
"440",2,"GS-20-0.2-","SCSE2"
"441",1,"GS-20-0.2-","AddModuleScore2"
"442",0,"GS-20-0.2-","ssGSEA3"
"443",29,"GS-20-0.2-","JASMINE3"
"444",29,"GS-20-0.2-","AUCell3"
"445",0,"GS-20-0.2-","UCell3"
"446",1,"GS-20-0.2-","scPS3"
"447",7,"GS-20-0.2-","SCSE3"
"448",6,"GS-20-0.2-","AddModuleScore3"
"449",0,"GS-20-0.2-","ssGSEA4"
"450",26,"GS-20-0.2-","JASMINE4"
"451",29,"GS-20-0.2-","AUCell4"
"452",0,"GS-20-0.2-","UCell4"
"453",12,"GS-20-0.2-","scPS4"
"454",6,"GS-20-0.2-","SCSE4"
"455",7,"GS-20-0.2-","AddModuleScore4"
"456",0,"GS-20-0.2-","ssGSEA5"
"457",8,"GS-20-0.2-","JASMINE5"
"458",8,"GS-20-0.2-","AUCell5"
"459",0,"GS-20-0.2-","UCell5"
"460",0,"GS-20-0.2-","scPS5"
"461",0,"GS-20-0.2-","SCSE5"
"462",0,"GS-20-0.2-","AddModuleScore5"
"463",0,"GS-20-0.2-","ssGSEA6"
"464",23,"GS-20-0.2-","JASMINE6"
"465",21,"GS-20-0.2-","AUCell6"
"466",7,"GS-20-0.2-","UCell6"
"467",15,"GS-20-0.2-","scPS6"
"468",5,"GS-20-0.2-","SCSE6"
"469",9,"GS-20-0.2-","AddModuleScore6"
"470",0,"GS-20-0.2-","ssGSEA7"
"471",11,"GS-20-0.2-","JASMINE7"
"472",13,"GS-20-0.2-","AUCell7"
"473",0,"GS-20-0.2-","UCell7"
"474",0,"GS-20-0.2-","scPS7"
"475",0,"GS-20-0.2-","SCSE7"
"476",0,"GS-20-0.2-","AddModuleScore7"
"477",0,"GS-20-0.2-","ssGSEA8"
"478",14,"GS-20-0.2-","JASMINE8"
"479",14,"GS-20-0.2-","AUCell8"
"480",0,"GS-20-0.2-","UCell8"
"481",3,"GS-20-0.2-","scPS8"
"482",6,"GS-20-0.2-","SCSE8"
"483",3,"GS-20-0.2-","AddModuleScore8"
"484",0,"GS-20-0.2-","ssGSEA9"
"485",16,"GS-20-0.2-","JASMINE9"
"486",14,"GS-20-0.2-","AUCell9"
"487",0,"GS-20-0.2-","UCell9"
"488",4,"GS-20-0.2-","scPS9"
"489",3,"GS-20-0.2-","SCSE9"
"490",5,"GS-20-0.2-","AddModuleScore9"
"491",0,"GS-20-0.5-","ssGSEA"
"492",8,"GS-20-0.5-","JASMINE"
"493",9,"GS-20-0.5-","AUCell"
"494",0,"GS-20-0.5-","UCell"
"495",0,"GS-20-0.5-","scPS"
"496",1,"GS-20-0.5-","SCSE"
"497",2,"GS-20-0.5-","AddModuleScore"
"498",0,"GS-20-0.5-","ssGSEA1"
"499",7,"GS-20-0.5-","JASMINE1"
"500",9,"GS-20-0.5-","AUCell1"
"501",0,"GS-20-0.5-","UCell1"
"502",6,"GS-20-0.5-","scPS1"
"503",0,"GS-20-0.5-","SCSE1"
"504",1,"GS-20-0.5-","AddModuleScore1"
"505",0,"GS-20-0.5-","ssGSEA2"
"506",4,"GS-20-0.5-","JASMINE2"
"507",5,"GS-20-0.5-","AUCell2"
"508",0,"GS-20-0.5-","UCell2"
"509",0,"GS-20-0.5-","scPS2"
"510",1,"GS-20-0.5-","SCSE2"
"511",1,"GS-20-0.5-","AddModuleScore2"
"512",0,"GS-20-0.5-","ssGSEA3"
"513",4,"GS-20-0.5-","JASMINE3"
"514",7,"GS-20-0.5-","AUCell3"
"515",0,"GS-20-0.5-","UCell3"
"516",0,"GS-20-0.5-","scPS3"
"517",1,"GS-20-0.5-","SCSE3"
"518",1,"GS-20-0.5-","AddModuleScore3"
"519",0,"GS-20-0.5-","ssGSEA4"
"520",11,"GS-20-0.5-","JASMINE4"
"521",8,"GS-20-0.5-","AUCell4"
"522",0,"GS-20-0.5-","UCell4"
"523",2,"GS-20-0.5-","scPS4"
"524",1,"GS-20-0.5-","SCSE4"
"525",2,"GS-20-0.5-","AddModuleScore4"
"526",0,"GS-20-0.5-","ssGSEA5"
"527",6,"GS-20-0.5-","JASMINE5"
"528",6,"GS-20-0.5-","AUCell5"
"529",0,"GS-20-0.5-","UCell5"
"530",0,"GS-20-0.5-","scPS5"
"531",1,"GS-20-0.5-","SCSE5"
"532",1,"GS-20-0.5-","AddModuleScore5"
"533",0,"GS-20-0.5-","ssGSEA6"
"534",9,"GS-20-0.5-","JASMINE6"
"535",11,"GS-20-0.5-","AUCell6"
"536",2,"GS-20-0.5-","UCell6"
"537",8,"GS-20-0.5-","scPS6"
"538",1,"GS-20-0.5-","SCSE6"
"539",2,"GS-20-0.5-","AddModuleScore6"
"540",0,"GS-20-0.5-","ssGSEA7"
"541",4,"GS-20-0.5-","JASMINE7"
"542",7,"GS-20-0.5-","AUCell7"
"543",0,"GS-20-0.5-","UCell7"
"544",0,"GS-20-0.5-","scPS7"
"545",0,"GS-20-0.5-","SCSE7"
"546",0,"GS-20-0.5-","AddModuleScore7"
"547",0,"GS-20-0.5-","ssGSEA8"
"548",5,"GS-20-0.5-","JASMINE8"
"549",4,"GS-20-0.5-","AUCell8"
"550",0,"GS-20-0.5-","UCell8"
"551",1,"GS-20-0.5-","scPS8"
"552",5,"GS-20-0.5-","SCSE8"
"553",3,"GS-20-0.5-","AddModuleScore8"
"554",0,"GS-20-0.5-","ssGSEA9"
"555",5,"GS-20-0.5-","JASMINE9"
"556",10,"GS-20-0.5-","AUCell9"
"557",0,"GS-20-0.5-","UCell9"
"558",2,"GS-20-0.5-","scPS9"
"559",1,"GS-20-0.5-","SCSE9"
"560",1,"GS-20-0.5-","AddModuleScore9"
"561",0,"GS-20-0.8-","ssGSEA"
"562",3,"GS-20-0.8-","JASMINE"
"563",2,"GS-20-0.8-","AUCell"
"564",0,"GS-20-0.8-","UCell"
"565",0,"GS-20-0.8-","scPS"
"566",0,"GS-20-0.8-","SCSE"
"567",0,"GS-20-0.8-","AddModuleScore"
"568",0,"GS-20-0.8-","ssGSEA1"
"569",6,"GS-20-0.8-","JASMINE1"
"570",7,"GS-20-0.8-","AUCell1"
"571",0,"GS-20-0.8-","UCell1"
"572",2,"GS-20-0.8-","scPS1"
"573",1,"GS-20-0.8-","SCSE1"
"574",0,"GS-20-0.8-","AddModuleScore1"
"575",0,"GS-20-0.8-","ssGSEA2"
"576",5,"GS-20-0.8-","JASMINE2"
"577",4,"GS-20-0.8-","AUCell2"
"578",0,"GS-20-0.8-","UCell2"
"579",0,"GS-20-0.8-","scPS2"
"580",2,"GS-20-0.8-","SCSE2"
"581",3,"GS-20-0.8-","AddModuleScore2"
"582",0,"GS-20-0.8-","ssGSEA3"
"583",3,"GS-20-0.8-","JASMINE3"
"584",5,"GS-20-0.8-","AUCell3"
"585",0,"GS-20-0.8-","UCell3"
"586",0,"GS-20-0.8-","scPS3"
"587",1,"GS-20-0.8-","SCSE3"
"588",1,"GS-20-0.8-","AddModuleScore3"
"589",0,"GS-20-0.8-","ssGSEA4"
"590",0,"GS-20-0.8-","JASMINE4"
"591",7,"GS-20-0.8-","AUCell4"
"592",0,"GS-20-0.8-","UCell4"
"593",3,"GS-20-0.8-","scPS4"
"594",0,"GS-20-0.8-","SCSE4"
"595",0,"GS-20-0.8-","AddModuleScore4"
"596",0,"GS-20-0.8-","ssGSEA5"
"597",2,"GS-20-0.8-","JASMINE5"
"598",3,"GS-20-0.8-","AUCell5"
"599",0,"GS-20-0.8-","UCell5"
"600",0,"GS-20-0.8-","scPS5"
"601",0,"GS-20-0.8-","SCSE5"
"602",0,"GS-20-0.8-","AddModuleScore5"
"603",0,"GS-20-0.8-","ssGSEA6"
"604",6,"GS-20-0.8-","JASMINE6"
"605",6,"GS-20-0.8-","AUCell6"
"606",1,"GS-20-0.8-","UCell6"
"607",3,"GS-20-0.8-","scPS6"
"608",1,"GS-20-0.8-","SCSE6"
"609",1,"GS-20-0.8-","AddModuleScore6"
"610",0,"GS-20-0.8-","ssGSEA7"
"611",1,"GS-20-0.8-","JASMINE7"
"612",2,"GS-20-0.8-","AUCell7"
