"","GS-10-0-","GS-10-0.2-","GS-10-0.5-","GS-10-0.8-","GS-10-1-","GS-20-0-","GS-20-0.2-","GS-20-0.5-","GS-20-0.8-","GS-20-1-","GS-30-0-","GS-30-0.2-","GS-30-0.5-","GS-30-0.8-","GS-30-1-","GS-40-0-","GS-40-0.2-","GS-40-0.5-","GS-40-0.8-","GS-40-1-","GS-50-0-","GS-50-0.2-","GS-50-0.5-","GS-50-0.8-","GS-50-1-","GS-100-0-","GS-100-0.2-","GS-100-0.5-","GS-100-0.8-","GS-100-1-","GS-200-0-","GS-200-0.2-","GS-200-0.5-","GS-200-0.8-","GS-200-1-","GS-300-0-","GS-300-0.2-","GS-300-0.5-","GS-300-0.8-","GS-300-1-","GS-400-0-","GS-400-0.2-","GS-400-0.5-","GS-400-0.8-","GS-400-1-","GS-500-0-","GS-500-0.2-","GS-500-0.5-","GS-500-0.8-","GS-500-1-"
"SCSE2",13,12,5,4,4,15,12,8,2,4,25,13,9,2,1,30,22,12,0,2,42,24,16,3,1,65,49,16,4,2,97,82,39,7,3,100,92,53,9,3,100,100,71,8,3,100,100,77,8,2
"AddModuleScore2",16,14,6,3,2,16,10,5,2,2,26,11,9,3,1,29,22,12,2,3,38,26,15,5,0,63,45,20,6,0,94,81,37,7,1,99,93,56,8,2,100,99,74,11,5,100,100,77,9,2
"ssGSEA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE3",14,11,9,5,0,33,29,13,5,1,57,49,18,4,3,82,65,28,7,5,87,80,43,9,3,100,99,65,10,2,100,100,95,18,4,100,100,99,27,6,100,100,100,42,5,100,100,100,45,7
"AUCell3",20,15,9,4,2,34,25,11,7,0,54,38,17,2,3,67,46,15,3,5,78,52,21,7,4,100,82,39,7,4,100,100,71,9,4,100,100,91,10,4,100,100,98,15,2,100,100,100,23,2
"UCell3",2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS3",13,10,6,1,0,11,9,2,5,0,21,16,3,2,1,31,18,5,1,1,37,28,12,2,2,45,27,6,2,1,75,40,7,0,0,94,60,17,1,1,99,77,15,0,0,100,81,17,0,1
"SCSE3",12,12,8,2,0,16,14,7,7,0,28,22,7,4,0,39,26,9,7,3,48,35,18,7,2,70,40,18,6,1,96,78,28,1,1,99,94,58,6,3,100,100,57,11,0,100,100,80,11,2
"AddModuleScore3",14,11,6,4,2,16,13,7,7,1,27,22,6,3,1,39,25,8,7,3,48,34,19,4,3,73,42,15,6,1,97,79,31,0,1,99,95,60,5,2,100,100,59,13,0,100,100,80,9,2
"ssGSEA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE4",18,14,8,10,2,52,33,17,5,0,80,51,26,6,2,83,64,34,4,0,90,81,36,9,4,100,100,78,10,6,100,100,99,19,2,100,100,100,40,7,100,100,100,44,7,100,100,100,63,13
"AUCell4",24,18,12,13,3,56,34,21,3,1,76,46,25,7,2,80,58,24,2,0,87,72,32,6,3,100,98,62,8,5,100,100,87,12,2,100,100,98,19,6,100,100,100,21,3,100,100,100,37,9
"UCell4",2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"scPS4",11,10,4,8,1,23,17,14,2,1,31,22,10,5,1,35,26,10,2,0,37,26,13,5,1,69,49,29,8,1,99,85,47,7,0,100,99,62,17,1,100,100,84,12,1,100,100,88,27,1
"SCSE4",9,5,1,8,1,12,8,9,2,0,17,11,5,3,1,23,16,6,1,1,24,18,8,3,2,52,32,13,2,4,94,76,29,5,2,99,90,38,5,1,100,100,56,4,3,100,99,78,5,1
"AddModuleScore4",7,5,4,6,0,16,10,9,2,1,20,13,4,3,0,26,16,6,2,0,23,16,8,3,2,51,33,17,2,4,92,76,32,5,2,99,85,36,5,2,100,98,54,5,1,100,100,77,6,0
"ssGSEA5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE5",13,11,8,3,0,38,28,14,4,8,51,35,23,10,3,77,60,30,3,0,78,73,33,7,4,100,98,57,6,2,100,100,96,15,6,100,100,98,34,1,100,100,99,40,7,100,100,100,58,12
"AUCell5",11,8,2,1,0,28,23,10,4,5,36,23,15,4,1,60,36,12,2,1,66,52,23,3,3,97,89,35,1,4,100,99,75,7,6,100,100,91,13,3,100,100,95,17,4,100,100,100,22,7
"UCell5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS5",2,2,1,0,0,4,3,2,1,1,2,4,2,1,0,3,1,1,0,0,4,4,0,1,0,8,3,1,0,0,16,4,1,0,0,20,10,1,0,0,29,8,1,0,0,29,3,0,0,0
"SCSE5",3,3,2,1,0,9,7,3,3,3,9,6,5,5,1,11,8,7,2,0,23,8,7,2,1,32,25,7,1,1,58,35,12,4,2,89,61,20,2,0,98,79,18,3,3,100,91,40,6,3
"AddModuleScore5",5,4,2,2,0,11,6,4,2,5,7,6,5,4,4,10,8,5,2,0,22,8,5,2,1,32,25,6,1,2,57,35,11,4,2,89,61,20,2,0,98,79,14,2,2,100,90,41,5,3
"ssGSEA6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE6",12,10,5,1,7,30,22,11,2,2,59,36,20,5,2,79,51,38,7,2,90,68,38,7,4,100,97,60,16,3,100,100,94,22,5,100,100,100,25,5,100,100,100,43,7,100,100,100,49,10
"AUCell6",18,14,11,3,2,34,28,5,3,2,61,41,15,6,7,79,58,34,6,3,89,62,34,5,2,100,96,51,9,2,100,100,91,12,2,100,100,98,17,5,100,100,100,33,7,100,100,100,37,5
"UCell6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS6",2,3,2,2,1,5,3,3,0,1,10,8,0,0,2,7,4,5,1,2,16,9,2,1,0,36,23,6,0,0,82,52,13,1,0,97,64,16,0,0,100,86,19,0,1,100,93,17,2,0
"SCSE6",3,3,3,1,2,6,3,2,0,1,12,8,1,0,3,12,5,8,1,2,19,10,1,1,0,53,31,8,2,1,88,69,22,2,2,100,89,37,1,1,100,97,53,5,2,100,100,65,5,0
"AddModuleScore6",1,1,1,0,2,5,4,1,0,0,9,8,0,0,4,10,7,9,2,2,20,9,3,2,0,52,34,10,2,1,87,64,25,4,2,100,89,35,1,1,100,98,54,5,2,100,100,68,5,0
"ssGSEA7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE7",15,18,11,4,5,32,26,12,3,0,49,42,23,5,1,70,51,28,7,1,83,74,27,4,5,99,95,59,9,6,100,100,91,15,4,100,100,97,30,4,100,100,100,39,6,100,100,100,37,7
"AUCell7",20,16,12,4,5,31,23,9,2,2,38,34,15,6,2,64,41,18,5,0,69,58,26,4,7,98,86,40,8,1,100,98,74,9,3,100,100,88,21,1,100,100,96,20,4,100,100,100,17,6
"UCell7",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS7",10,11,10,3,2,14,12,3,0,0,17,12,2,8,2,20,14,5,1,0,22,13,9,1,0,42,30,6,2,0,63,34,6,0,0,89,59,14,1,0,96,59,10,1,1,100,80,11,0,0
"SCSE7",9,12,9,3,4,18,14,7,1,0,18,15,6,9,2,25,19,7,2,1,33,23,11,1,4,60,45,9,7,0,88,65,35,4,2,97,84,44,5,1,100,91,51,7,2,100,100,65,4,2
"AddModuleScore7",10,12,9,1,3,17,15,4,1,1,18,13,5,9,4,26,19,8,2,0,34,24,11,1,4,59,46,9,7,0,90,67,37,4,3,98,86,47,5,1,100,94,54,7,2,100,100,64,3,2
"ssGSEA8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE8",20,19,5,3,2,39,30,18,8,3,56,39,21,6,0,69,61,28,8,3,86,69,35,5,4,99,92,67,11,3,100,100,91,32,5,100,100,100,28,5,100,100,100,42,4,100,100,100,52,13
"AUCell8",18,19,4,4,2,37,29,16,7,2,56,41,12,6,2,68,51,21,7,1,80,60,24,4,5,100,87,55,9,3,100,100,77,19,3,100,100,96,14,3,100,100,100,22,4,100,100,100,35,12
"UCell8",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS8",8,9,2,2,2,11,9,4,5,0,7,5,4,2,0,11,7,7,1,0,12,15,2,1,2,39,23,5,1,0,64,36,5,1,1,83,55,14,0,1,99,79,9,2,1,100,78,11,1,1
"SCSE8",10,10,2,2,2,16,12,6,5,1,12,9,7,2,0,19,13,12,3,0,23,21,6,3,2,57,33,12,1,1,93,60,27,9,2,99,88,39,4,1,100,100,50,8,2,100,100,61,8,1
"AddModuleScore8",11,12,3,5,2,14,13,5,4,1,11,8,7,2,0,21,12,12,3,1,24,23,4,3,2,58,35,11,1,2,94,67,27,9,1,100,90,43,4,1,100,100,52,9,2,100,100,64,7,1
"ssGSEA9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE9",12,8,6,5,8,40,34,17,5,5,56,46,20,6,6,68,51,23,2,3,82,73,30,8,3,100,96,56,8,3,100,100,95,28,3,100,100,99,31,10,100,100,100,34,9,100,100,100,47,9
"AUCell9",14,11,6,5,4,32,29,12,7,2,46,40,17,2,5,56,44,19,5,2,74,54,16,3,4,99,82,41,9,1,100,99,81,18,3,100,100,92,24,5,100,100,98,19,2,100,100,100,20,6
"UCell9",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS9",3,3,3,2,1,9,9,7,2,0,9,9,4,2,1,14,12,7,2,0,16,7,6,0,0,33,13,7,4,0,73,41,14,1,0,88,57,11,2,0,97,73,17,1,0,100,80,21,0,0
"SCSE9",4,4,3,2,2,9,8,6,2,0,10,9,4,0,2,16,12,7,1,0,23,8,6,0,0,40,16,9,3,0,88,58,29,3,0,96,77,25,4,1,100,91,44,4,0,100,98,54,3,1
"AddModuleScore9",4,4,4,3,2,9,10,7,2,0,11,10,4,2,2,18,14,7,1,0,21,8,7,2,0,40,19,11,3,0,86,55,31,2,0,97,77,23,5,1,100,92,42,5,0,100,98,52,5,1
