"","GS-10-0-","GS-10-0.2-","GS-10-0.5-","GS-10-0.8-","GS-10-1-","GS-20-0-","GS-20-0.2-","GS-20-0.5-","GS-20-0.8-","GS-20-1-","GS-30-0-","GS-30-0.2-","GS-30-0.5-","GS-30-0.8-","GS-30-1-","GS-40-0-","GS-40-0.2-","GS-40-0.5-","GS-40-0.8-","GS-40-1-","GS-50-0-","GS-50-0.2-","GS-50-0.5-","GS-50-0.8-","GS-50-1-","GS-100-0-","GS-100-0.2-","GS-100-0.5-","GS-100-0.8-","GS-100-1-","GS-200-0-","GS-200-0.2-","GS-200-0.5-","GS-200-0.8-","GS-200-1-","GS-300-0-","GS-300-0.2-","GS-300-0.5-","GS-300-0.8-","GS-300-1-","GS-400-0-","GS-400-0.2-","GS-400-0.5-","GS-400-0.8-","GS-400-1-","GS-500-0-","GS-500-0.2-","GS-500-0.5-","GS-500-0.8-","GS-500-1-"
"ssGSEA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE2",45,33,18,5,7,85,68,36,4,3,96,87,52,9,5,99,96,72,13,8,100,100,83,6,11,100,100,98,25,20,100,100,100,53,47,100,100,100,64,49,100,100,100,73,80,100,100,100,89,83
"AUCell2",72,55,31,7,4,86,70,39,11,4,97,84,51,12,8,97,89,66,17,10,100,100,69,8,10,100,100,96,17,13,100,100,100,31,31,100,100,100,47,35,100,100,100,55,57,100,100,100,74,62
"UCell2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS2",14,15,5,3,3,24,8,5,1,2,20,14,3,3,0,29,17,9,2,1,44,24,9,2,1,74,50,19,1,1,96,75,27,5,1,100,92,40,2,2,100,96,52,0,0,100,100,50,4,0
"SCSE2",11,10,3,2,3,18,6,4,0,1,16,11,2,3,1,24,15,7,2,3,37,23,6,1,1,72,49,17,2,2,100,82,27,5,3,100,97,57,3,5,100,100,66,6,4,100,100,80,7,7
"AddModuleScore2",13,9,3,3,5,18,5,4,1,0,19,11,2,2,0,29,21,8,3,2,37,22,6,4,1,76,52,20,1,0,100,87,32,5,3,100,98,60,3,5,100,100,70,7,3,100,100,85,8,6
"ssGSEA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE3",36,25,8,4,3,73,57,21,7,5,91,81,36,8,8,97,91,58,10,8,100,99,77,9,6,100,100,97,24,13,100,100,100,40,30,100,100,100,56,49,100,100,100,72,57,100,100,100,86,67
"AUCell3",62,45,19,6,0,90,72,37,7,4,98,87,44,8,4,100,98,60,14,6,100,96,75,7,9,100,100,95,21,10,100,100,100,30,21,100,100,100,44,33,100,100,100,64,38,100,100,100,77,46
"UCell3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS3",2,4,0,2,0,5,2,4,0,0,10,4,2,0,0,12,7,3,4,0,10,5,0,0,0,17,10,3,0,1,30,16,5,0,1,52,24,4,0,0,74,26,4,0,0,94,45,1,0,1
"SCSE3",7,8,3,3,1,14,8,6,3,2,17,9,5,0,2,23,13,9,8,0,27,12,6,3,0,48,31,17,5,1,87,58,17,2,2,99,83,29,1,5,100,95,54,5,2,100,100,51,4,4
"AddModuleScore3",8,4,4,2,2,16,9,4,2,1,21,10,4,1,1,26,16,9,6,0,33,17,6,3,0,60,37,15,5,2,90,61,23,2,2,100,87,33,2,4,100,95,58,6,5,100,100,55,4,4
"ssGSEA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE4",33,24,18,3,2,75,57,28,6,6,93,83,42,8,1,98,91,62,13,3,100,97,67,13,7,100,99,96,18,11,100,100,100,40,36,100,100,100,54,52,100,100,100,70,56,100,100,100,77,73
"AUCell4",60,42,30,7,2,91,71,39,7,7,96,84,36,8,5,98,89,50,9,2,100,95,61,13,7,100,100,93,11,6,100,100,100,22,26,100,100,100,31,34,100,100,100,49,41,100,100,100,67,47
"UCell4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS4",4,1,2,0,0,4,4,0,0,1,8,3,3,0,0,10,6,2,0,1,12,4,3,0,1,24,10,3,0,2,44,23,3,0,2,62,29,4,0,0,82,30,3,0,1,90,36,1,0,0
"SCSE4",8,5,5,0,0,9,7,5,0,2,24,14,7,1,2,28,16,5,2,1,28,15,8,0,1,59,40,16,2,2,91,66,25,1,7,100,92,57,0,1,100,100,48,4,1,100,99,65,8,2
"AddModuleScore4",8,7,3,1,0,9,5,6,0,1,23,12,6,0,3,28,15,6,3,1,29,15,9,0,2,60,40,13,2,3,96,73,25,1,6,100,92,57,0,1,100,100,55,4,1,100,100,66,8,2
"ssGSEA5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE5",38,25,14,6,4,71,66,30,6,5,94,87,52,10,5,100,97,69,10,2,100,99,79,12,7,100,100,97,22,15,100,100,100,40,28,100,100,100,58,59,100,100,100,77,59,100,100,100,84,83
"AUCell5",52,37,18,8,0,69,64,26,3,6,95,79,48,10,3,99,92,51,4,3,100,98,65,13,3,100,100,88,14,8,100,100,99,32,17,100,100,100,41,37,100,100,100,53,37,100,100,100,64,45
"UCell5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS5",5,4,2,1,0,9,8,0,0,0,9,9,3,2,0,10,7,2,2,0,16,12,6,0,0,38,24,5,0,0,63,43,6,0,1,84,47,12,0,0,96,70,19,1,0,99,74,19,3,0
"SCSE5",4,5,4,3,0,8,7,0,0,0,10,8,5,2,0,15,9,5,3,1,31,19,6,1,1,46,36,7,2,2,94,69,21,2,3,100,85,37,4,2,100,99,49,5,2,100,100,63,3,3
"AddModuleScore5",5,7,4,4,2,6,8,0,1,0,10,7,5,2,0,18,7,3,2,0,27,18,6,1,1,51,37,7,3,3,95,72,21,1,3,100,85,38,4,2,100,98,53,6,2,100,100,63,3,3
"ssGSEA6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE6",52,38,15,4,6,79,67,34,8,9,97,88,49,13,3,100,95,63,10,8,100,98,76,9,9,100,100,99,19,18,100,100,100,45,29,100,100,100,72,52,100,100,100,80,62,100,100,100,76,73
"AUCell6",69,51,28,4,3,91,72,41,10,6,98,80,40,11,2,99,90,49,6,7,100,97,68,8,15,100,100,88,10,6,100,100,100,24,19,100,100,100,42,24,100,100,100,50,34,100,100,100,57,40
"UCell6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS6",5,3,2,0,1,4,3,0,1,1,9,7,3,1,0,6,10,1,1,0,6,10,0,1,1,23,10,7,0,1,40,23,6,0,1,63,36,4,0,0,79,35,7,0,0,97,59,7,1,0
"SCSE6",8,2,2,1,3,8,7,4,3,1,14,14,5,4,0,17,12,4,2,1,16,18,1,1,1,40,25,11,2,2,84,65,21,5,3,96,84,28,3,1,100,97,50,5,0,100,100,57,1,1
"AddModuleScore6",10,4,4,1,2,9,6,4,2,3,13,17,6,4,2,17,12,4,3,2,19,18,2,3,1,47,29,12,1,1,89,65,21,5,2,98,86,33,3,1,100,97,50,4,0,100,100,58,1,0
"ssGSEA7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE7",36,25,11,2,4,85,64,27,5,5,100,92,51,7,4,100,93,67,9,10,100,99,80,15,9,100,100,96,26,17,100,100,100,46,40,100,100,100,69,59,100,100,100,76,68,100,100,100,86,80
"AUCell7",56,42,19,7,4,94,76,29,8,4,100,91,45,6,2,100,89,56,7,9,100,97,64,11,9,100,100,91,9,11,100,100,100,32,24,100,100,100,40,32,100,100,100,44,43,100,100,100,60,57
"UCell7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS7",6,2,5,1,2,17,13,2,1,1,29,14,5,0,0,31,26,12,4,1,42,23,11,4,0,69,57,15,5,2,100,83,40,6,2,100,94,40,5,0,100,96,59,5,0,100,100,55,5,0
"SCSE7",3,0,0,2,2,12,12,2,0,1,20,13,1,1,1,18,18,5,5,4,22,17,4,2,1,59,44,7,1,3,98,76,27,2,2,100,97,41,0,1,100,99,63,6,2,100,100,65,6,6
"AddModuleScore7",3,1,3,3,1,13,14,2,1,1,24,14,5,2,2,27,21,6,3,5,26,21,5,3,1,63,47,11,2,2,100,78,30,2,3,100,97,43,2,1,100,100,69,8,3,100,100,71,7,7
"ssGSEA8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"JASMINE8",42,29,11,3,1,84,60,31,3,5,94,90,47,6,3,98,95,58,15,7,100,98,85,11,5,100,100,100,31,13,100,100,99,46,35,100,100,100,73,48,100,100,100,72,66,100,100,100,87,75
"AUCell8",52,41,20,6,1,73,58,30,7,7,93,79,46,8,4,94,84,38,10,5,99,93,70,11,4,100,100,87,14,7,100,100,95,23,16,100,100,100,33,24,100,100,100,42,34,100,100,100,60,43
"UCell8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS8",3,5,4,0,0,9,5,4,0,0,23,14,3,3,0,20,12,9,0,0,31,16,7,1,0,50,28,4,1,0,69,45,16,0,0,95,68,12,0,0,100,73,17,1,0,100,91,25,1,0
"SCSE8",4,5,3,0,1,7,5,3,0,1,19,12,7,3,0,22,15,8,1,4,39,21,8,1,0,61,37,7,3,3,94,73,28,5,0,100,96,45,0,2,100,97,63,4,1,100,100,73,5,2
"AddModuleScore8",4,3,4,0,0,10,4,3,1,1,27,14,7,4,0,25,15,11,1,4,42,22,8,3,0,67,40,9,4,4,94,81,30,4,0,100,97,49,1,3,100,99,68,5,2,100,100,79,6,3
"ssGSEA9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE9",31,18,9,3,6,69,59,24,3,1,96,83,41,3,5,99,98,61,9,3,100,99,69,7,6,100,100,98,17,11,100,100,100,42,27,100,100,100,60,36,100,100,100,70,51,100,100,100,85,65
"AUCell9",59,34,14,4,5,77,67,21,3,1,92,72,51,6,3,98,93,53,11,4,99,94,55,8,2,100,100,90,9,11,100,100,100,23,13,100,100,99,38,19,100,100,100,39,30,100,100,100,52,37
"UCell9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS9",3,2,1,2,0,8,3,2,1,0,9,9,2,0,0,11,6,2,1,0,9,5,2,1,1,16,11,3,0,0,43,24,4,0,0,58,32,5,0,0,67,46,9,1,1,73,40,6,0,0
"SCSE9",3,2,1,2,0,11,3,4,2,0,9,10,3,0,1,10,7,5,4,0,15,8,3,0,1,31,18,2,1,0,65,46,18,1,0,90,60,17,0,0,100,92,37,1,3,100,98,43,1,1
"AddModuleScore9",2,3,2,2,0,9,3,3,1,0,9,9,4,0,2,10,6,4,4,1,15,9,3,0,0,28,21,4,1,0,65,45,19,1,0,89,62,20,0,0,100,89,34,1,4,100,99,44,2,2
