"","count","geneset","methods"
"219",17,"GS-10-0.8-","JASMINE1"
"220",18,"GS-10-0.8-","AUCell1"
"221",15,"GS-10-0.8-","UCell1"
"222",13,"GS-10-0.8-","scPS1"
"223",11,"GS-10-0.8-","SCSE1"
"224",8,"GS-10-0.8-","AddModuleScore1"
"225",1,"GS-10-0.8-","ssGSEA2"
"226",16,"GS-10-0.8-","JASMINE2"
"227",17,"GS-10-0.8-","AUCell2"
"228",13,"GS-10-0.8-","UCell2"
"229",11,"GS-10-0.8-","scPS2"
"230",8,"GS-10-0.8-","SCSE2"
"231",8,"GS-10-0.8-","AddModuleScore2"
"232",3,"GS-10-0.8-","ssGSEA3"
"233",18,"GS-10-0.8-","JASMINE3"
"234",22,"GS-10-0.8-","AUCell3"
"235",10,"GS-10-0.8-","UCell3"
"236",9,"GS-10-0.8-","scPS3"
"237",9,"GS-10-0.8-","SCSE3"
"238",8,"GS-10-0.8-","AddModuleScore3"
"239",2,"GS-10-0.8-","ssGSEA4"
"240",21,"GS-10-0.8-","JASMINE4"
"241",22,"GS-10-0.8-","AUCell4"
"242",12,"GS-10-0.8-","UCell4"
"243",9,"GS-10-0.8-","scPS4"
"244",10,"GS-10-0.8-","SCSE4"
"245",10,"GS-10-0.8-","AddModuleScore4"
"246",0,"GS-10-0.8-","ssGSEA5"
"247",17,"GS-10-0.8-","JASMINE5"
"248",21,"GS-10-0.8-","AUCell5"
"249",10,"GS-10-0.8-","UCell5"
"250",10,"GS-10-0.8-","scPS5"
"251",9,"GS-10-0.8-","SCSE5"
"252",10,"GS-10-0.8-","AddModuleScore5"
"253",0,"GS-10-0.8-","ssGSEA6"
"254",12,"GS-10-0.8-","JASMINE6"
"255",17,"GS-10-0.8-","AUCell6"
"256",6,"GS-10-0.8-","UCell6"
"257",4,"GS-10-0.8-","scPS6"
"258",5,"GS-10-0.8-","SCSE6"
"259",5,"GS-10-0.8-","AddModuleScore6"
"260",0,"GS-10-0.8-","ssGSEA7"
"261",11,"GS-10-0.8-","JASMINE7"
"262",14,"GS-10-0.8-","AUCell7"
"263",7,"GS-10-0.8-","UCell7"
"264",5,"GS-10-0.8-","scPS7"
"265",3,"GS-10-0.8-","SCSE7"
"266",6,"GS-10-0.8-","AddModuleScore7"
"267",0,"GS-10-0.8-","ssGSEA8"
"268",16,"GS-10-0.8-","JASMINE8"
"269",20,"GS-10-0.8-","AUCell8"
"270",13,"GS-10-0.8-","UCell8"
"271",11,"GS-10-0.8-","scPS8"
"272",11,"GS-10-0.8-","SCSE8"
"273",14,"GS-10-0.8-","AddModuleScore8"
"274",0,"GS-10-0.8-","ssGSEA9"
"275",19,"GS-10-0.8-","JASMINE9"
"276",19,"GS-10-0.8-","AUCell9"
"277",9,"GS-10-0.8-","UCell9"
"278",9,"GS-10-0.8-","scPS9"
"279",9,"GS-10-0.8-","SCSE9"
"280",7,"GS-10-0.8-","AddModuleScore9"
"281",0,"GS-10-1-","ssGSEA"
"282",11,"GS-10-1-","JASMINE"
"283",7,"GS-10-1-","AUCell"
"284",2,"GS-10-1-","UCell"
"285",1,"GS-10-1-","scPS"
"286",1,"GS-10-1-","SCSE"
"287",3,"GS-10-1-","AddModuleScore"
"288",0,"GS-10-1-","ssGSEA1"
"289",12,"GS-10-1-","JASMINE1"
"290",5,"GS-10-1-","AUCell1"
"291",3,"GS-10-1-","UCell1"
"292",2,"GS-10-1-","scPS1"
"293",2,"GS-10-1-","SCSE1"
"294",4,"GS-10-1-","AddModuleScore1"
"295",1,"GS-10-1-","ssGSEA2"
"296",10,"GS-10-1-","JASMINE2"
"297",4,"GS-10-1-","AUCell2"
"298",4,"GS-10-1-","UCell2"
"299",2,"GS-10-1-","scPS2"
"300",4,"GS-10-1-","SCSE2"
"301",3,"GS-10-1-","AddModuleScore2"
"302",0,"GS-10-1-","ssGSEA3"
"303",7,"GS-10-1-","JASMINE3"
"304",3,"GS-10-1-","AUCell3"
"305",1,"GS-10-1-","UCell3"
"306",0,"GS-10-1-","scPS3"
"307",1,"GS-10-1-","SCSE3"
"308",0,"GS-10-1-","AddModuleScore3"
"309",0,"GS-10-1-","ssGSEA4"
"310",10,"GS-10-1-","JASMINE4"
"311",4,"GS-10-1-","AUCell4"
"312",4,"GS-10-1-","UCell4"
"313",2,"GS-10-1-","scPS4"
"314",2,"GS-10-1-","SCSE4"
"315",1,"GS-10-1-","AddModuleScore4"
"316",0,"GS-10-1-","ssGSEA5"
"317",8,"GS-10-1-","JASMINE5"
"318",7,"GS-10-1-","AUCell5"
"319",2,"GS-10-1-","UCell5"
"320",2,"GS-10-1-","scPS5"
"321",2,"GS-10-1-","SCSE5"
"322",3,"GS-10-1-","AddModuleScore5"
"323",0,"GS-10-1-","ssGSEA6"
"324",9,"GS-10-1-","JASMINE6"
"325",5,"GS-10-1-","AUCell6"
"326",2,"GS-10-1-","UCell6"
"327",1,"GS-10-1-","scPS6"
"328",0,"GS-10-1-","SCSE6"
"329",1,"GS-10-1-","AddModuleScore6"
"330",0,"GS-10-1-","ssGSEA7"
"331",7,"GS-10-1-","JASMINE7"
"332",2,"GS-10-1-","AUCell7"
"333",0,"GS-10-1-","UCell7"
"334",0,"GS-10-1-","scPS7"
"335",0,"GS-10-1-","SCSE7"
"336",6,"GS-10-1-","AddModuleScore7"
"337",0,"GS-10-1-","ssGSEA8"
"338",8,"GS-10-1-","JASMINE8"
"339",7,"GS-10-1-","AUCell8"
"340",5,"GS-10-1-","UCell8"
"341",2,"GS-10-1-","scPS8"
"342",4,"GS-10-1-","SCSE8"
"343",7,"GS-10-1-","AddModuleScore8"
"344",0,"GS-10-1-","ssGSEA9"
"345",7,"GS-10-1-","JASMINE9"
"346",6,"GS-10-1-","AUCell9"
"347",1,"GS-10-1-","UCell9"
"348",1,"GS-10-1-","scPS9"
"349",1,"GS-10-1-","SCSE9"
"350",1,"GS-10-1-","AddModuleScore9"
"351",0,"GS-20-0-","ssGSEA"
"352",97,"GS-20-0-","JASMINE"
"353",100,"GS-20-0-","AUCell"
"354",90,"GS-20-0-","UCell"
"355",70,"GS-20-0-","scPS"
"356",59,"GS-20-0-","SCSE"
"357",50,"GS-20-0-","AddModuleScore"
"358",0,"GS-20-0-","ssGSEA1"
"359",98,"GS-20-0-","JASMINE1"
"360",99,"GS-20-0-","AUCell1"
"361",94,"GS-20-0-","UCell1"
"362",81,"GS-20-0-","scPS1"
"363",67,"GS-20-0-","SCSE1"
"364",64,"GS-20-0-","AddModuleScore1"
"365",3,"GS-20-0-","ssGSEA2"
"366",100,"GS-20-0-","JASMINE2"
"367",100,"GS-20-0-","AUCell2"
"368",98,"GS-20-0-","UCell2"
"369",84,"GS-20-0-","scPS2"
"370",64,"GS-20-0-","SCSE2"
"371",56,"GS-20-0-","AddModuleScore2"
"372",4,"GS-20-0-","ssGSEA3"
"373",97,"GS-20-0-","JASMINE3"
"374",100,"GS-20-0-","AUCell3"
"375",94,"GS-20-0-","UCell3"
"376",77,"GS-20-0-","scPS3"
"377",73,"GS-20-0-","SCSE3"
"378",68,"GS-20-0-","AddModuleScore3"
"379",5,"GS-20-0-","ssGSEA4"
"380",96,"GS-20-0-","JASMINE4"
"381",97,"GS-20-0-","AUCell4"
"382",93,"GS-20-0-","UCell4"
"383",81,"GS-20-0-","scPS4"
"384",70,"GS-20-0-","SCSE4"
"385",60,"GS-20-0-","AddModuleScore4"
"386",0,"GS-20-0-","ssGSEA5"
"387",99,"GS-20-0-","JASMINE5"
"388",100,"GS-20-0-","AUCell5"
"389",92,"GS-20-0-","UCell5"
"390",77,"GS-20-0-","scPS5"
"391",69,"GS-20-0-","SCSE5"
"392",66,"GS-20-0-","AddModuleScore5"
"393",0,"GS-20-0-","ssGSEA6"
"394",98,"GS-20-0-","JASMINE6"
"395",99,"GS-20-0-","AUCell6"
"396",94,"GS-20-0-","UCell6"
"397",79,"GS-20-0-","scPS6"
"398",61,"GS-20-0-","SCSE6"
"399",49,"GS-20-0-","AddModuleScore6"
"400",0,"GS-20-0-","ssGSEA7"
"401",100,"GS-20-0-","JASMINE7"
"402",100,"GS-20-0-","AUCell7"
"403",95,"GS-20-0-","UCell7"
"404",74,"GS-20-0-","scPS7"
"405",62,"GS-20-0-","SCSE7"
"406",43,"GS-20-0-","AddModuleScore7"
"407",7,"GS-20-0-","ssGSEA8"
"408",100,"GS-20-0-","JASMINE8"
"409",100,"GS-20-0-","AUCell8"
"410",96,"GS-20-0-","UCell8"
"411",88,"GS-20-0-","scPS8"
"412",80,"GS-20-0-","SCSE8"
"413",67,"GS-20-0-","AddModuleScore8"
"414",1,"GS-20-0-","ssGSEA9"
"415",99,"GS-20-0-","JASMINE9"
"416",100,"GS-20-0-","AUCell9"
"417",88,"GS-20-0-","UCell9"
"418",69,"GS-20-0-","scPS9"
"419",55,"GS-20-0-","SCSE9"
"420",51,"GS-20-0-","AddModuleScore9"
"421",0,"GS-20-0.2-","ssGSEA"
"422",91,"GS-20-0.2-","JASMINE"
"423",90,"GS-20-0.2-","AUCell"
"424",68,"GS-20-0.2-","UCell"
"425",52,"GS-20-0.2-","scPS"
"426",47,"GS-20-0.2-","SCSE"
"427",35,"GS-20-0.2-","AddModuleScore"
"428",0,"GS-20-0.2-","ssGSEA1"
"429",96,"GS-20-0.2-","JASMINE1"
"430",98,"GS-20-0.2-","AUCell1"
"431",83,"GS-20-0.2-","UCell1"
"432",64,"GS-20-0.2-","scPS1"
"433",54,"GS-20-0.2-","SCSE1"
"434",51,"GS-20-0.2-","AddModuleScore1"
"435",1,"GS-20-0.2-","ssGSEA2"
"436",98,"GS-20-0.2-","JASMINE2"
"437",100,"GS-20-0.2-","AUCell2"
"438",91,"GS-20-0.2-","UCell2"
"439",68,"GS-20-0.2-","scPS2"
"440",49,"GS-20-0.2-","SCSE2"
"441",42,"GS-20-0.2-","AddModuleScore2"
"442",4,"GS-20-0.2-","ssGSEA3"
"443",98,"GS-20-0.2-","JASMINE3"
"444",100,"GS-20-0.2-","AUCell3"
"445",89,"GS-20-0.2-","UCell3"
"446",77,"GS-20-0.2-","scPS3"
"447",67,"GS-20-0.2-","SCSE3"
"448",59,"GS-20-0.2-","AddModuleScore3"
"449",3,"GS-20-0.2-","ssGSEA4"
"450",96,"GS-20-0.2-","JASMINE4"
"451",97,"GS-20-0.2-","AUCell4"
"452",83,"GS-20-0.2-","UCell4"
"453",66,"GS-20-0.2-","scPS4"
"454",54,"GS-20-0.2-","SCSE4"
"455",40,"GS-20-0.2-","AddModuleScore4"
"456",0,"GS-20-0.2-","ssGSEA5"
"457",92,"GS-20-0.2-","JASMINE5"
"458",95,"GS-20-0.2-","AUCell5"
"459",79,"GS-20-0.2-","UCell5"
"460",57,"GS-20-0.2-","scPS5"
"461",49,"GS-20-0.2-","SCSE5"
"462",43,"GS-20-0.2-","AddModuleScore5"
"463",0,"GS-20-0.2-","ssGSEA6"
"464",96,"GS-20-0.2-","JASMINE6"
"465",99,"GS-20-0.2-","AUCell6"
"466",82,"GS-20-0.2-","UCell6"
"467",60,"GS-20-0.2-","scPS6"
"468",48,"GS-20-0.2-","SCSE6"
"469",39,"GS-20-0.2-","AddModuleScore6"
"470",0,"GS-20-0.2-","ssGSEA7"
"471",96,"GS-20-0.2-","JASMINE7"
"472",95,"GS-20-0.2-","AUCell7"
"473",78,"GS-20-0.2-","UCell7"
"474",62,"GS-20-0.2-","scPS7"
"475",43,"GS-20-0.2-","SCSE7"
"476",30,"GS-20-0.2-","AddModuleScore7"
"477",4,"GS-20-0.2-","ssGSEA8"
"478",98,"GS-20-0.2-","JASMINE8"
"479",99,"GS-20-0.2-","AUCell8"
"480",89,"GS-20-0.2-","UCell8"
"481",72,"GS-20-0.2-","scPS8"
"482",60,"GS-20-0.2-","SCSE8"
"483",56,"GS-20-0.2-","AddModuleScore8"
"484",1,"GS-20-0.2-","ssGSEA9"
"485",92,"GS-20-0.2-","JASMINE9"
"486",95,"GS-20-0.2-","AUCell9"
"487",72,"GS-20-0.2-","UCell9"
"488",53,"GS-20-0.2-","scPS9"
"489",46,"GS-20-0.2-","SCSE9"
"490",42,"GS-20-0.2-","AddModuleScore9"
"491",0,"GS-20-0.5-","ssGSEA"
"492",68,"GS-20-0.5-","JASMINE"
"493",71,"GS-20-0.5-","AUCell"
"494",39,"GS-20-0.5-","UCell"
"495",28,"GS-20-0.5-","scPS"
"496",24,"GS-20-0.5-","SCSE"
"497",18,"GS-20-0.5-","AddModuleScore"
"498",0,"GS-20-0.5-","ssGSEA1"
"499",76,"GS-20-0.5-","JASMINE1"
"500",84,"GS-20-0.5-","AUCell1"
"501",46,"GS-20-0.5-","UCell1"
"502",39,"GS-20-0.5-","scPS1"
"503",24,"GS-20-0.5-","SCSE1"
"504",22,"GS-20-0.5-","AddModuleScore1"
"505",2,"GS-20-0.5-","ssGSEA2"
"506",79,"GS-20-0.5-","JASMINE2"
"507",83,"GS-20-0.5-","AUCell2"
"508",56,"GS-20-0.5-","UCell2"
"509",44,"GS-20-0.5-","scPS2"
"510",31,"GS-20-0.5-","SCSE2"
"511",22,"GS-20-0.5-","AddModuleScore2"
"512",4,"GS-20-0.5-","ssGSEA3"
"513",75,"GS-20-0.5-","JASMINE3"
"514",74,"GS-20-0.5-","AUCell3"
"515",59,"GS-20-0.5-","UCell3"
"516",47,"GS-20-0.5-","scPS3"
"517",41,"GS-20-0.5-","SCSE3"
"518",34,"GS-20-0.5-","AddModuleScore3"
"519",0,"GS-20-0.5-","ssGSEA4"
"520",87,"GS-20-0.5-","JASMINE4"
"521",90,"GS-20-0.5-","AUCell4"
"522",60,"GS-20-0.5-","UCell4"
"523",47,"GS-20-0.5-","scPS4"
"524",39,"GS-20-0.5-","SCSE4"
"525",36,"GS-20-0.5-","AddModuleScore4"
"526",0,"GS-20-0.5-","ssGSEA5"
"527",71,"GS-20-0.5-","JASMINE5"
"528",76,"GS-20-0.5-","AUCell5"
"529",43,"GS-20-0.5-","UCell5"
"530",25,"GS-20-0.5-","scPS5"
"531",20,"GS-20-0.5-","SCSE5"
"532",18,"GS-20-0.5-","AddModuleScore5"
"533",0,"GS-20-0.5-","ssGSEA6"
"534",82,"GS-20-0.5-","JASMINE6"
"535",90,"GS-20-0.5-","AUCell6"
"536",54,"GS-20-0.5-","UCell6"
"537",43,"GS-20-0.5-","scPS6"
"538",32,"GS-20-0.5-","SCSE6"
"539",29,"GS-20-0.5-","AddModuleScore6"
"540",0,"GS-20-0.5-","ssGSEA7"
"541",69,"GS-20-0.5-","JASMINE7"
"542",69,"GS-20-0.5-","AUCell7"
"543",42,"GS-20-0.5-","UCell7"
"544",29,"GS-20-0.5-","scPS7"
"545",20,"GS-20-0.5-","SCSE7"
"546",16,"GS-20-0.5-","AddModuleScore7"
"547",2,"GS-20-0.5-","ssGSEA8"
"548",78,"GS-20-0.5-","JASMINE8"
"549",77,"GS-20-0.5-","AUCell8"
"550",47,"GS-20-0.5-","UCell8"
"551",35,"GS-20-0.5-","scPS8"
"552",26,"GS-20-0.5-","SCSE8"
"553",22,"GS-20-0.5-","AddModuleScore8"
"554",0,"GS-20-0.5-","ssGSEA9"
"555",76,"GS-20-0.5-","JASMINE9"
"556",81,"GS-20-0.5-","AUCell9"
"557",44,"GS-20-0.5-","UCell9"
"558",32,"GS-20-0.5-","scPS9"
"559",24,"GS-20-0.5-","SCSE9"
"560",22,"GS-20-0.5-","AddModuleScore9"
"561",0,"GS-20-0.8-","ssGSEA"
"562",23,"GS-20-0.8-","JASMINE"
"563",26,"GS-20-0.8-","AUCell"
"564",11,"GS-20-0.8-","UCell"
"565",7,"GS-20-0.8-","scPS"
"566",7,"GS-20-0.8-","SCSE"
"567",5,"GS-20-0.8-","AddModuleScore"
"568",0,"GS-20-0.8-","ssGSEA1"
"569",30,"GS-20-0.8-","JASMINE1"
"570",37,"GS-20-0.8-","AUCell1"
"571",20,"GS-20-0.8-","UCell1"
"572",17,"GS-20-0.8-","scPS1"
"573",15,"GS-20-0.8-","SCSE1"
"574",13,"GS-20-0.8-","AddModuleScore1"
"575",0,"GS-20-0.8-","ssGSEA2"
"576",27,"GS-20-0.8-","JASMINE2"
"577",31,"GS-20-0.8-","AUCell2"
"578",16,"GS-20-0.8-","UCell2"
"579",12,"GS-20-0.8-","scPS2"
"580",9,"GS-20-0.8-","SCSE2"
"581",6,"GS-20-0.8-","AddModuleScore2"
"582",2,"GS-20-0.8-","ssGSEA3"
"583",34,"GS-20-0.8-","JASMINE3"
"584",45,"GS-20-0.8-","AUCell3"
"585",22,"GS-20-0.8-","UCell3"
"586",18,"GS-20-0.8-","scPS3"
"587",17,"GS-20-0.8-","SCSE3"
"588",12,"GS-20-0.8-","AddModuleScore3"
"589",3,"GS-20-0.8-","ssGSEA4"
"590",38,"GS-20-0.8-","JASMINE4"
"591",40,"GS-20-0.8-","AUCell4"
"592",14,"GS-20-0.8-","UCell4"
"593",12,"GS-20-0.8-","scPS4"
"594",10,"GS-20-0.8-","SCSE4"
"595",9,"GS-20-0.8-","AddModuleScore4"
"596",0,"GS-20-0.8-","ssGSEA5"
"597",30,"GS-20-0.8-","JASMINE5"
"598",30,"GS-20-0.8-","AUCell5"
"599",14,"GS-20-0.8-","UCell5"
"600",12,"GS-20-0.8-","scPS5"
"601",9,"GS-20-0.8-","SCSE5"
"602",8,"GS-20-0.8-","AddModuleScore5"
"603",0,"GS-20-0.8-","ssGSEA6"
"604",27,"GS-20-0.8-","JASMINE6"
"605",30,"GS-20-0.8-","AUCell6"
"606",13,"GS-20-0.8-","UCell6"
"607",11,"GS-20-0.8-","scPS6"
"608",11,"GS-20-0.8-","SCSE6"
"609",10,"GS-20-0.8-","AddModuleScore6"
"610",0,"GS-20-0.8-","ssGSEA7"
"611",20,"GS-20-0.8-","JASMINE7"
"612",24,"GS-20-0.8-","AUCell7"
