"","GS-10-0-","GS-10-0.2-","GS-10-0.5-","GS-10-0.8-","GS-10-1-","GS-20-0-","GS-20-0.2-","GS-20-0.5-","GS-20-0.8-","GS-20-1-","GS-30-0-","GS-30-0.2-","GS-30-0.5-","GS-30-0.8-","GS-30-1-","GS-40-0-","GS-40-0.2-","GS-40-0.5-","GS-40-0.8-","GS-40-1-","GS-50-0-","GS-50-0.2-","GS-50-0.5-","GS-50-0.8-","GS-50-1-","GS-100-0-","GS-100-0.2-","GS-100-0.5-","GS-100-0.8-","GS-100-1-","GS-200-0-","GS-200-0.2-","GS-200-0.5-","GS-200-0.8-","GS-200-1-","GS-300-0-","GS-300-0.2-","GS-300-0.5-","GS-300-0.8-","GS-300-1-","GS-400-0-","GS-400-0.2-","GS-400-0.5-","GS-400-0.8-","GS-400-1-","GS-500-0-","GS-500-0.2-","GS-500-0.5-","GS-500-0.8-","GS-500-1-"
"JASMINE5",96,88,55,15,15,100,97,85,28,20,100,100,93,27,30,100,100,97,29,49,100,100,100,45,53,100,100,100,72,86,100,100,100,96,100,100,100,100,99,100,100,100,100,100,100,100,100,100,99,99
"AUCell5",34,28,13,8,10,54,42,27,12,19,71,59,29,4,31,82,67,34,5,38,87,75,61,10,51,99,100,86,19,69,100,100,98,39,92,100,100,100,52,100,100,100,100,69,100,100,100,100,80,100
"UCell5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS5",55,55,29,7,4,69,72,56,19,4,80,83,64,19,4,76,84,69,27,3,77,79,78,35,5,92,90,86,56,3,92,93,96,79,2,99,92,97,87,0,98,96,99,91,1,98,98,100,95,0
"SCSE5",16,15,10,2,6,28,19,14,5,6,41,35,11,2,4,39,39,17,1,7,57,37,27,2,4,87,79,49,3,12,100,95,72,11,15,100,100,88,17,16,100,100,96,30,30,100,100,100,35,40
"AddModuleScore5",4,8,8,2,5,8,15,13,4,4,18,38,19,5,4,18,59,31,2,3,23,66,48,6,3,54,100,94,16,3,85,100,100,48,4,100,100,100,62,1,100,100,100,83,3,100,100,100,88,1
"ssGSEA6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE6",88,84,41,7,15,99,97,76,20,28,100,99,94,32,28,100,100,98,41,40,100,99,100,34,56,100,100,100,69,89,100,100,100,95,99,100,100,100,100,100,100,100,100,99,99,100,100,100,100,100
"AUCell6",16,8,9,4,4,34,29,13,5,17,48,37,21,5,20,70,60,19,6,31,70,62,35,7,39,95,84,53,9,50,100,100,90,27,81,100,100,98,37,95,100,100,100,43,96,100,100,100,59,100
"UCell6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS6",42,38,31,18,3,72,65,46,20,3,66,65,54,13,3,76,69,65,21,2,68,67,63,29,0,87,87,82,44,4,94,84,88,58,1,83,83,86,65,2,94,89,92,76,3,96,92,89,74,1
"SCSE6",12,9,7,4,4,31,25,10,7,5,37,26,16,1,6,49,44,14,5,4,51,40,18,5,1,77,71,38,3,7,100,89,66,16,6,100,99,85,13,18,100,100,93,13,27,100,100,97,27,32
"AddModuleScore6",3,4,2,6,3,6,14,4,6,4,11,28,17,2,2,17,50,23,3,1,13,62,34,10,0,43,93,80,13,2,85,100,100,40,1,99,100,99,53,0,100,100,100,62,3,100,100,100,78,1
"ssGSEA7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE7",95,80,45,7,10,100,99,92,20,13,100,99,95,20,15,100,100,95,26,23,100,100,99,43,43,100,100,100,75,82,100,100,100,95,98,100,100,100,97,100,100,100,100,99,99,100,100,100,99,100
"AUCell7",22,22,5,5,10,50,39,10,4,14,49,46,29,7,11,79,65,33,5,27,86,75,46,9,39,100,95,76,11,62,100,100,93,35,87,100,100,100,50,95,100,100,100,58,99,100,100,100,75,100
"UCell7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS7",54,52,32,18,2,72,70,52,17,8,78,83,73,29,1,79,88,85,29,5,79,88,76,43,1,91,94,93,66,0,96,92,96,81,4,98,92,91,91,2,100,99,96,89,3,100,98,94,95,2
"SCSE7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AddModuleScore7",4,5,5,2,2,6,15,3,2,4,11,31,25,6,0,9,49,48,1,8,19,74,48,6,1,41,98,93,19,0,95,100,100,43,2,98,100,100,64,2,100,100,100,83,1,100,100,100,89,4
"ssGSEA8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE8",89,77,43,4,9,97,98,81,18,11,100,100,91,18,24,100,98,99,41,34,100,100,100,32,45,100,100,100,69,77,100,100,100,97,99,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100
"AUCell8",16,13,9,2,5,34,25,12,9,7,51,46,26,4,21,71,58,27,7,33,79,65,31,11,41,99,90,61,10,58,100,99,95,23,84,100,100,99,37,98,100,100,100,42,100,100,100,100,56,100
"UCell8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS8",61,48,30,20,3,73,78,46,18,2,68,86,64,16,2,79,76,72,35,4,71,74,71,35,1,85,83,81,63,2,88,81,94,75,0,91,86,89,71,0,92,91,92,91,0,93,96,87,89,0
"SCSE8",5,5,2,2,2,12,11,7,5,2,21,19,8,2,4,26,18,14,0,4,28,26,10,3,3,50,40,25,5,2,67,64,41,5,10,82,79,60,8,12,100,84,62,7,10,100,94,76,16,15
"AddModuleScore8",5,3,2,2,1,8,16,12,4,2,11,38,25,3,2,22,57,35,4,3,22,66,39,7,0,56,100,84,17,4,91,100,100,40,2,99,100,100,58,2,100,100,100,78,1,100,100,100,87,2
"ssGSEA9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE9",93,83,54,9,7,100,100,89,18,17,100,100,96,35,37,100,99,100,32,39,100,100,100,38,52,100,100,100,70,84,100,100,100,95,100,100,100,100,98,100,100,100,100,100,100,100,100,100,100,100
"AUCell9",29,23,17,5,8,55,46,24,4,23,62,61,29,7,38,79,64,43,9,43,87,79,53,4,51,100,98,81,16,74,100,100,98,40,90,100,100,100,45,100,100,100,100,61,100,100,100,100,77,100
"UCell9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS9",66,53,32,25,2,83,81,58,24,4,84,82,66,34,4,83,87,77,31,5,77,88,86,48,2,88,91,92,67,4,93,92,96,90,2,96,95,95,85,0,98,95,96,89,1,100,100,98,88,0
"SCSE9",13,12,6,7,2,32,25,11,3,2,37,29,12,9,5,51,33,19,3,5,57,52,26,4,5,87,77,58,5,7,100,100,71,15,15,100,100,91,21,28,100,100,96,26,26,100,100,100,31,47
"AddModuleScore9",4,8,6,5,3,12,16,15,1,2,12,41,26,10,3,19,47,33,5,2,24,78,59,7,0,56,100,97,16,3,94,100,100,58,2,100,100,100,56,2,100,100,100,84,1,100,100,100,93,1
