"","GS-10-0-","GS-10-0.2-","GS-10-0.5-","GS-10-0.8-","GS-10-1-","GS-20-0-","GS-20-0.2-","GS-20-0.5-","GS-20-0.8-","GS-20-1-","GS-30-0-","GS-30-0.2-","GS-30-0.5-","GS-30-0.8-","GS-30-1-","GS-40-0-","GS-40-0.2-","GS-40-0.5-","GS-40-0.8-","GS-40-1-","GS-50-0-","GS-50-0.2-","GS-50-0.5-","GS-50-0.8-","GS-50-1-","GS-100-0-","GS-100-0.2-","GS-100-0.5-","GS-100-0.8-","GS-100-1-","GS-200-0-","GS-200-0.2-","GS-200-0.5-","GS-200-0.8-","GS-200-1-","GS-300-0-","GS-300-0.2-","GS-300-0.5-","GS-300-0.8-","GS-300-1-","GS-400-0-","GS-400-0.2-","GS-400-0.5-","GS-400-0.8-","GS-400-1-","GS-500-0-","GS-500-0.2-","GS-500-0.5-","GS-500-0.8-","GS-500-1-"
"UCell7",0,1,0,1,3,0,0,2,0,3,0,1,3,3,4,0,0,1,2,4,0,1,2,4,2,0,4,7,4,8,0,2,6,12,10,0,1,5,15,21,0,0,5,13,19,0,0,3,13,18
"scPS7",0,1,0,2,3,0,0,2,2,3,0,1,3,3,7,0,0,4,5,5,0,1,5,6,5,0,6,8,6,12,0,2,8,17,19,0,3,10,20,29,0,6,16,31,32,0,2,12,31,43
"SCSE7",5,5,4,3,6,2,2,7,1,4,6,3,6,4,8,0,2,5,4,7,3,6,10,7,4,10,12,13,8,12,19,20,14,14,14,32,38,15,20,24,45,32,22,23,17,74,41,31,28,18
"AddModuleScore7",9,6,7,6,7,1,4,6,3,2,4,5,6,3,6,1,1,3,4,6,5,6,8,6,4,15,11,14,6,11,25,24,15,15,14,41,34,18,18,21,62,49,26,23,20,92,53,35,24,19
"ssGSEA8",3,6,7,3,4,1,1,2,0,4,0,1,6,6,6,0,2,2,0,3,0,1,4,8,6,0,4,6,11,11,0,3,7,7,15,1,3,7,13,14,0,4,6,8,15,0,2,8,18,15
"JASMINE8",0,1,1,1,0,0,0,0,0,2,0,1,3,2,4,0,1,1,0,3,0,0,1,4,3,0,1,1,5,4,0,0,4,5,11,0,2,6,6,7,0,5,8,5,12,0,3,8,13,19
"AUCell8",0,1,1,1,0,0,0,0,0,3,0,1,4,2,3,0,0,1,0,2,0,0,2,4,2,0,2,2,6,5,0,0,5,4,10,0,2,5,7,11,0,3,7,4,13,0,3,7,16,16
"UCell8",0,2,1,0,0,0,0,0,0,2,0,1,4,3,3,0,0,1,0,2,0,0,2,3,3,0,1,2,6,7,0,0,4,5,8,0,1,3,4,4,0,0,2,2,5,0,0,1,3,5
"scPS8",0,1,1,1,0,0,0,0,0,2,0,1,4,4,4,0,1,1,0,2,0,1,3,7,3,0,1,2,8,7,0,1,5,5,11,0,2,7,8,10,0,4,6,4,12,0,3,7,15,17
"SCSE8",0,2,1,2,0,0,0,0,0,2,0,1,4,2,3,0,0,1,0,2,0,0,1,4,3,0,1,4,6,5,0,0,6,5,10,0,2,5,6,9,0,4,5,5,11,0,2,5,14,14
"AddModuleScore8",0,1,1,1,1,0,0,0,0,2,0,1,4,2,3,0,0,1,0,2,0,0,2,4,3,0,1,4,6,5,0,1,4,5,10,0,2,6,8,9,0,4,4,4,12,0,2,6,14,13
"ssGSEA9",5,5,5,5,10,0,3,1,4,1,1,1,1,4,2,0,1,8,0,5,1,0,3,9,3,1,2,3,3,7,1,3,3,7,6,0,2,2,7,10,1,4,10,4,9,0,4,2,8,11
"JASMINE9",0,0,0,0,0,0,1,2,1,1,2,1,0,2,2,0,2,4,2,0,0,1,0,3,2,0,0,1,1,3,1,2,1,4,2,0,2,0,6,4,0,1,6,4,11,0,2,3,10,7
"AUCell9",0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,0,1,5,0,0,0,0,0,3,0,0,0,1,2,4,0,2,1,3,2,0,2,1,5,5,0,1,6,3,9,0,0,3,6,7
"UCell9",0,0,0,1,0,0,0,1,2,1,0,0,0,2,2,0,1,6,0,2,0,0,1,4,3,0,0,2,1,5,0,2,3,6,5,0,1,1,6,9,0,1,10,4,11,0,1,4,9,12
"scPS9",0,0,1,1,1,0,0,3,3,1,0,0,1,2,2,0,1,7,0,3,0,1,2,4,3,0,0,2,1,7,0,2,4,8,7,0,2,4,8,13,0,1,10,10,15,0,2,4,14,16
"SCSE9",0,0,1,0,0,0,0,1,2,0,1,1,0,1,1,0,1,4,0,0,0,0,0,2,3,0,1,1,1,3,0,3,1,3,2,1,1,0,5,6,0,2,5,1,6,0,0,1,3,3
"AddModuleScore9",1,0,2,0,0,0,0,0,2,0,1,0,0,1,1,0,0,5,0,0,0,0,0,2,1,0,1,1,1,3,0,2,1,3,2,0,1,0,5,3,0,1,5,2,9,0,0,1,3,5
