"","GS-10-0-","GS-10-0.2-","GS-10-0.5-","GS-10-0.8-","GS-10-1-","GS-20-0-","GS-20-0.2-","GS-20-0.5-","GS-20-0.8-","GS-20-1-","GS-30-0-","GS-30-0.2-","GS-30-0.5-","GS-30-0.8-","GS-30-1-","GS-40-0-","GS-40-0.2-","GS-40-0.5-","GS-40-0.8-","GS-40-1-","GS-50-0-","GS-50-0.2-","GS-50-0.5-","GS-50-0.8-","GS-50-1-","GS-100-0-","GS-100-0.2-","GS-100-0.5-","GS-100-0.8-","GS-100-1-","GS-200-0-","GS-200-0.2-","GS-200-0.5-","GS-200-0.8-","GS-200-1-","GS-300-0-","GS-300-0.2-","GS-300-0.5-","GS-300-0.8-","GS-300-1-","GS-400-0-","GS-400-0.2-","GS-400-0.5-","GS-400-0.8-","GS-400-1-","GS-500-0-","GS-500-0.2-","GS-500-0.5-","GS-500-0.8-","GS-500-1-"
"SCSE1",20,17,9,2,5,33,22,17,8,2,52,34,19,5,2,55,48,19,9,0,56,49,18,9,4,84,75,46,9,2,99,96,72,14,2,100,100,74,32,2,100,100,90,21,3,100,100,98,32,4
"AddModuleScore1",23,24,12,5,4,33,20,15,9,3,47,35,19,5,4,53,47,16,9,0,55,47,18,9,4,79,73,46,9,1,99,94,69,16,2,100,100,77,29,1,100,100,89,25,3,100,100,98,34,4
"ssGSEA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE2",26,20,13,5,9,68,50,29,13,5,82,74,45,21,5,97,88,63,19,4,100,98,78,20,8,100,100,99,47,7,100,100,100,63,13,100,100,100,82,11,100,100,100,92,23,100,100,100,97,18
"AUCell2",21,21,10,4,5,59,37,22,8,2,70,58,33,12,3,90,74,51,11,3,97,87,51,10,3,100,100,85,25,2,100,100,99,38,8,100,100,100,51,6,100,100,100,64,10,100,100,100,66,10
"UCell2",20,16,11,4,5,41,27,17,6,3,52,34,24,6,0,55,41,28,11,2,69,56,26,5,1,86,69,30,16,3,94,78,53,18,8,100,94,62,23,6,100,100,76,22,4,100,100,89,28,7
"scPS2",20,18,12,4,7,41,29,19,12,6,54,44,31,15,2,68,54,46,17,2,83,70,48,13,2,100,89,74,38,2,100,100,94,60,10,100,100,99,62,8,100,100,100,79,6,100,100,100,77,10
"SCSE2",17,16,9,3,6,33,23,19,5,3,45,34,21,7,3,57,42,35,10,2,75,64,29,8,1,96,82,48,17,1,100,97,81,24,5,100,100,92,27,4,100,100,99,33,5,100,100,100,35,5
"AddModuleScore2",17,12,10,5,6,30,23,15,6,4,39,31,23,12,3,52,40,35,8,3,71,59,28,9,2,93,82,48,18,2,100,96,83,26,6,100,100,91,29,4,100,100,98,36,3,100,100,100,37,5
"ssGSEA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE3",27,27,13,8,3,51,42,29,12,4,91,78,49,17,7,99,93,57,22,3,100,96,70,24,6,100,100,98,28,5,100,100,100,55,12,100,100,100,76,13,100,100,100,90,11,100,100,100,94,21
"AUCell3",21,17,9,6,0,35,28,17,8,2,75,59,35,7,1,88,81,35,10,2,94,89,42,11,1,100,99,82,12,5,100,100,98,36,5,100,100,100,37,4,100,100,100,51,3,100,100,100,61,10
"UCell3",19,19,11,8,1,32,25,13,9,4,60,44,26,8,1,73,61,28,6,7,85,68,29,14,5,96,83,52,21,7,100,94,70,33,10,100,100,84,36,10,100,100,98,43,22,100,100,99,55,19
"scPS3",20,20,12,8,1,35,26,18,12,4,63,48,34,11,1,77,67,39,10,8,87,78,41,21,8,100,98,82,38,7,100,99,99,53,10,100,100,98,74,11,100,100,100,75,21,100,100,100,87,24
"SCSE3",16,14,8,5,2,26,21,12,8,3,49,32,23,7,3,66,47,27,5,4,75,55,20,9,3,98,89,49,12,3,100,99,79,17,5,100,100,92,20,4,100,100,99,19,4,100,100,100,30,6
"AddModuleScore3",10,12,14,9,2,17,14,8,7,8,35,22,16,7,1,47,34,25,5,3,61,42,17,7,1,92,79,35,11,2,100,96,75,17,4,100,100,86,19,4,100,100,97,22,2,100,100,100,22,6
"ssGSEA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE4",27,21,16,9,4,62,53,30,14,6,87,82,55,18,5,100,87,62,15,2,99,97,77,28,3,100,100,94,41,5,100,100,100,65,12,100,100,100,80,11,100,100,100,93,19,100,100,100,100,28
"AUCell4",25,18,18,4,0,58,46,25,11,6,80,74,36,14,3,91,77,54,7,1,95,86,56,17,3,99,100,82,20,4,100,100,97,36,6,100,100,100,41,7,100,100,100,60,9,100,100,100,85,9
"UCell4",21,17,13,5,0,35,24,14,7,1,51,38,17,8,4,41,24,22,2,0,48,30,11,1,0,50,26,9,2,1,68,36,12,1,0,84,56,10,0,1,99,72,16,0,0,100,84,17,0,0
"scPS4",22,18,14,8,1,43,30,23,11,4,69,61,30,15,4,68,52,45,7,1,85,72,46,15,0,98,97,68,23,2,100,100,88,33,3,100,100,98,42,1,100,100,99,52,0,100,100,100,72,0
"SCSE4",21,19,14,8,2,38,26,20,9,5,64,58,25,14,5,63,50,38,7,0,78,67,34,10,2,98,94,58,15,3,100,100,77,25,3,100,100,97,32,4,100,100,98,41,4,100,100,100,60,4
"AddModuleScore4",21,18,13,7,4,36,25,19,10,3,63,56,26,14,4,62,49,38,8,1,78,67,31,11,1,98,93,60,17,2,100,100,78,25,2,100,100,97,34,3,100,100,98,42,5,100,100,100,64,6
"ssGSEA5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE5",28,25,16,13,3,48,32,23,7,3,85,75,37,14,3,96,90,59,18,3,99,93,67,22,6,100,100,98,40,8,100,100,100,71,8,100,100,100,83,13,100,100,100,95,20,100,100,100,96,15
"AUCell5",25,25,16,11,1,40,25,17,7,4,71,62,27,9,1,90,75,37,13,2,89,76,40,10,7,100,95,76,23,2,100,100,97,32,4,100,100,99,30,4,100,100,100,51,9,100,100,100,48,7
"UCell5",17,15,6,5,0,9,8,9,3,0,15,6,6,1,1,17,8,2,1,0,8,7,0,2,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS5",25,21,10,10,3,27,22,18,8,2,52,44,27,12,2,63,47,32,15,2,70,58,30,17,1,89,76,52,23,2,99,100,82,31,0,100,100,89,30,3,100,100,97,39,0,100,100,100,36,0
"SCSE5",23,19,10,11,3,24,20,18,8,2,45,39,26,13,2,56,44,31,14,3,67,55,26,15,3,88,75,49,22,5,99,100,83,28,4,100,100,90,29,2,100,100,97,43,8,100,100,99,39,7
"AddModuleScore5",21,20,13,9,3,19,18,17,7,3,43,34,24,13,2,53,42,30,15,2,65,54,27,16,2,87,76,51,21,6,99,100,81,27,3,100,100,89,30,2,100,100,97,43,8,100,100,100,40,8
"ssGSEA6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE6",33,20,15,5,4,56,45,26,9,4,82,70,40,15,3,95,82,58,17,3,99,95,69,23,5,100,100,99,35,4,100,100,100,62,9,100,100,100,81,10,100,100,100,84,23,100,100,100,98,17
"AUCell6",31,24,15,7,4,52,35,19,7,1,70,55,28,10,1,88,63,32,9,2,98,81,43,10,2,100,100,73,14,2,100,100,96,32,3,100,100,100,33,5,100,100,100,45,9,100,100,100,59,4
"UCell6",13,9,6,1,0,7,5,2,0,0,6,4,2,0,0,8,6,1,2,0,4,6,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS6",24,19,10,3,2,28,22,20,6,2,50,37,18,10,3,62,44,18,11,1,70,58,33,9,2,96,82,46,14,2,100,97,82,27,1,100,100,91,20,0,100,100,95,25,2,100,100,99,28,0
"SCSE6",20,16,10,3,2,28,19,18,5,2,49,37,17,11,2,57,42,17,12,1,69,57,32,7,2,97,82,47,14,2,100,98,85,28,2,100,100,92,26,0,100,100,98,30,9,100,100,99,36,3
"AddModuleScore6",20,15,11,3,0,27,19,19,3,1,44,37,16,9,2,56,41,16,10,2,67,57,30,7,2,96,83,47,13,2,100,97,85,31,2,100,100,92,27,0,100,100,97,32,11,100,100,99,40,2
"ssGSEA7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE7",21,18,4,6,2,48,35,28,16,2,69,55,39,18,2,88,71,46,19,3,99,92,58,17,10,100,100,92,27,9,100,100,100,47,6,100,100,100,70,9,100,100,100,92,14,100,100,100,94,21
"AUCell7",20,17,4,2,4,39,33,22,10,3,60,41,22,8,1,80,56,32,8,1,95,70,31,5,6,100,97,64,9,4,100,100,92,20,1,100,100,99,35,1,100,100,100,45,6,100,100,100,54,7
"UCell7",5,3,0,0,0,5,2,4,1,0,3,3,1,0,0,4,3,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS7",17,14,5,4,1,19,20,14,5,2,33,27,15,9,2,42,28,19,9,2,51,42,21,3,5,84,57,35,7,2,98,92,48,10,0,100,98,74,12,1,100,100,77,17,1,100,100,92,18,0
"SCSE7",15,13,4,4,1,15,14,11,5,2,31,24,11,9,2,39,27,16,6,2,49,38,18,3,5,84,56,34,5,4,98,91,52,11,0,100,98,78,10,2,100,100,83,18,5,100,100,95,22,7
"AddModuleScore7",14,10,2,2,2,19,14,10,5,4,27,21,9,6,1,37,26,16,9,2,48,35,19,3,5,83,56,30,6,5,97,93,53,11,0,100,98,79,9,2,100,100,84,17,5,100,100,95,22,6
"ssGSEA8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE8",24,16,9,1,3,50,35,22,9,6,78,67,31,11,3,95,83,63,14,5,99,96,69,12,4,100,100,94,42,8,100,100,100,62,11,100,100,100,82,14,100,100,100,94,22,100,100,100,98,22
"AUCell8",25,16,8,4,1,42,31,12,7,2,71,56,23,7,2,87,70,34,9,4,96,81,47,6,2,100,100,76,17,3,100,100,98,20,6,100,100,99,39,7,100,100,100,61,8,100,100,100,72,8
"UCell8",6,4,4,1,0,6,6,1,0,0,4,4,1,1,0,4,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"scPS8",17,10,5,1,0,17,19,10,3,1,34,26,12,6,2,46,37,16,6,1,61,42,18,2,1,90,69,29,8,3,100,94,54,3,5,100,99,74,9,7,100,100,81,5,6,100,100,88,10,7
"SCSE8",16,10,5,1,1,17,19,11,3,2,34,25,13,6,1,47,38,21,8,0,65,46,24,3,1,92,75,41,12,2,100,99,77,13,4,100,100,87,19,7,100,100,99,35,6,100,100,98,38,6
"AddModuleScore8",16,12,7,1,2,19,18,9,4,0,35,28,13,6,0,51,39,22,8,2,67,46,24,3,1,94,81,41,11,2,100,100,78,13,5,100,100,89,18,4,100,100,99,36,5,100,100,99,43,3
"ssGSEA9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE9",30,22,7,9,4,50,43,27,11,2,87,68,36,17,3,95,85,42,15,3,98,96,72,23,7,100,100,96,38,5,100,100,100,64,9,100,100,100,82,18,100,100,100,93,20,100,100,100,98,28
"AUCell9",31,21,7,8,3,41,42,21,7,2,77,62,21,12,3,87,68,35,10,5,96,87,51,11,5,100,100,82,22,0,100,100,100,24,7,100,100,100,47,8,100,100,100,52,9,100,100,100,73,10
"UCell9",24,18,3,5,1,22,21,9,3,0,40,31,8,1,1,36,20,4,1,0,30,23,8,1,2,31,20,2,1,0,32,14,4,0,0,59,16,0,1,0,67,25,0,0,0,91,30,1,0,0
"scPS9",26,20,5,6,3,31,34,16,9,2,62,55,23,11,1,65,50,26,12,1,78,64,33,11,5,94,85,61,20,1,100,98,85,20,0,100,100,98,22,5,100,100,95,32,1,100,100,100,39,0
"SCSE9",25,20,5,6,4,29,32,14,8,1,59,54,20,10,2,61,49,24,11,1,75,65,34,12,5,96,85,60,23,3,100,99,91,20,2,100,100,98,27,9,100,100,97,45,5,100,100,100,51,4
"AddModuleScore9",22,20,5,8,3,27,30,13,7,2,58,53,20,9,3,62,47,26,11,1,73,64,30,11,4,95,86,60,21,4,100,99,88,21,4,100,100,98,28,10,100,100,97,45,6,100,100,100,53,4
