"","GS-10-0-","GS-10-0.2-","GS-10-0.5-","GS-10-0.8-","GS-10-1-","GS-20-0-","GS-20-0.2-","GS-20-0.5-","GS-20-0.8-","GS-20-1-","GS-30-0-","GS-30-0.2-","GS-30-0.5-","GS-30-0.8-","GS-30-1-","GS-40-0-","GS-40-0.2-","GS-40-0.5-","GS-40-0.8-","GS-40-1-","GS-50-0-","GS-50-0.2-","GS-50-0.5-","GS-50-0.8-","GS-50-1-","GS-100-0-","GS-100-0.2-","GS-100-0.5-","GS-100-0.8-","GS-100-1-","GS-200-0-","GS-200-0.2-","GS-200-0.5-","GS-200-0.8-","GS-200-1-","GS-300-0-","GS-300-0.2-","GS-300-0.5-","GS-300-0.8-","GS-300-1-","GS-400-0-","GS-400-0.2-","GS-400-0.5-","GS-400-0.8-","GS-400-1-","GS-500-0-","GS-500-0.2-","GS-500-0.5-","GS-500-0.8-","GS-500-1-"
"UCell1",1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS1",14,11,9,7,4,24,21,10,1,2,34,17,10,3,2,37,24,7,2,2,39,29,9,3,3,71,51,25,4,1,99,88,30,4,1,100,94,48,2,0,100,99,54,1,0,100,99,62,1,0
"SCSE1",9,8,9,9,4,22,21,8,1,2,37,18,9,3,2,39,27,12,2,3,46,33,10,2,3,83,64,30,4,4,99,94,50,5,4,100,100,70,10,9,100,100,82,12,3,100,100,89,13,3
"AddModuleScore1",11,9,9,9,2,24,21,7,1,2,37,21,10,3,1,41,27,11,2,3,49,34,11,3,3,83,68,32,4,4,99,94,52,6,3,100,100,73,11,9,100,100,83,13,5,100,100,92,12,4
"ssGSEA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE2",48,39,10,6,8,92,85,65,16,5,100,97,74,27,5,100,100,84,15,8,100,100,95,35,13,100,100,100,61,26,100,100,100,87,52,100,100,100,97,67,100,100,100,99,76,100,100,100,100,86
"AUCell2",80,65,32,10,7,99,96,75,18,6,100,99,77,25,7,100,100,90,14,11,100,100,95,35,8,100,100,100,54,17,100,100,100,71,38,100,100,100,89,40,100,100,100,97,62,100,100,100,100,66
"UCell2",8,1,1,0,0,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"scPS2",24,19,5,3,3,26,15,23,6,3,40,34,10,6,3,57,40,16,3,1,58,39,17,3,3,86,68,22,2,2,99,96,56,5,3,100,99,64,9,2,100,100,76,5,3,100,100,82,6,1
"SCSE2",25,19,5,5,5,29,19,23,8,3,48,34,15,7,4,63,50,22,5,1,63,45,24,8,3,92,78,42,6,4,100,98,77,9,2,100,100,95,19,6,100,100,99,26,7,100,100,100,23,5
"AddModuleScore2",23,19,5,5,2,27,19,22,9,3,45,33,16,9,4,63,47,22,6,2,62,45,25,7,2,93,78,46,5,5,100,98,77,10,2,100,100,95,18,6,100,100,99,26,7,100,100,100,25,5
"ssGSEA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE3",38,34,19,7,5,90,73,38,8,4,95,87,63,20,4,100,99,77,14,7,100,100,85,18,8,100,100,99,44,11,100,100,100,74,33,100,100,100,90,41,100,100,100,97,59,100,100,100,98,65
"AUCell3",70,59,32,10,4,97,86,41,9,4,99,93,64,22,2,100,99,76,16,4,100,100,89,27,7,100,100,99,36,10,100,100,100,55,24,100,100,100,69,24,100,100,100,88,38,100,100,100,93,47
"UCell3",2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS3",14,10,8,2,0,19,9,5,3,1,14,7,5,5,0,21,16,3,0,0,23,15,12,2,3,47,31,12,4,0,78,55,25,1,0,89,64,20,0,0,97,80,25,3,0,99,86,35,0,0
"SCSE3",14,9,8,4,0,18,10,6,3,1,18,10,4,8,0,23,20,4,1,3,31,19,14,2,2,58,40,17,7,3,89,67,38,5,1,99,87,38,5,0,100,96,53,5,3,100,100,74,7,2
"AddModuleScore3",14,8,8,3,0,17,9,5,4,1,14,10,4,5,1,20,18,6,1,1,31,20,15,2,3,57,37,15,5,1,89,67,36,6,1,98,87,39,7,0,100,97,52,5,3,100,100,74,7,3
"ssGSEA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE4",51,39,14,5,7,88,79,44,8,4,98,96,66,17,6,100,98,81,21,6,100,100,96,22,9,100,100,100,50,12,100,100,100,75,39,100,100,100,93,66,100,100,100,99,65,100,100,100,97,81
"AUCell4",80,65,26,12,7,95,85,52,17,3,100,98,71,14,7,100,100,81,21,6,100,100,94,23,5,100,100,99,43,10,100,100,100,62,22,100,100,100,83,47,100,100,100,95,47,100,100,100,92,60
"UCell4",19,12,7,4,3,34,22,11,1,0,36,32,17,3,2,35,20,14,3,0,43,29,16,6,1,71,48,19,3,2,98,79,31,6,1,100,94,44,10,2,100,97,57,12,0,100,100,64,8,0
"scPS4",19,13,12,5,5,38,24,14,3,8,49,39,26,6,3,56,35,29,12,4,61,45,33,16,5,95,84,58,25,10,100,98,83,35,10,100,100,94,54,10,100,100,97,63,19,100,100,100,72,21
"SCSE4",10,5,4,3,3,13,10,10,1,1,24,15,10,1,1,28,15,11,3,0,38,24,14,5,4,75,54,18,3,1,97,87,35,4,5,100,100,62,10,6,100,100,69,14,7,100,100,83,13,1
"AddModuleScore4",10,6,5,2,3,12,12,7,0,1,22,17,8,0,1,23,13,8,2,0,37,25,11,5,2,68,50,18,3,1,96,84,33,3,3,100,98,56,9,5,100,98,65,12,4,100,100,78,13,1
"ssGSEA5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE5",41,30,17,9,3,95,77,37,12,3,99,97,65,15,7,100,100,82,21,3,100,100,96,32,6,100,100,100,45,17,100,100,100,75,25,100,100,100,90,50,100,100,100,96,65,100,100,100,100,79
"AUCell5",74,57,29,11,9,99,83,51,15,8,100,98,70,14,7,100,100,85,27,9,100,100,94,28,10,100,100,99,37,14,100,100,100,54,20,100,100,100,80,29,100,100,100,88,48,100,100,100,96,62
"UCell5",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS5",17,14,7,2,0,20,22,10,4,0,32,20,3,2,1,34,30,11,3,0,46,29,14,4,2,75,59,15,2,4,96,86,27,2,2,100,91,43,4,2,100,99,42,1,2,100,100,63,3,5
"SCSE5",19,15,9,3,1,29,26,15,5,1,39,31,6,6,0,44,40,17,7,1,54,38,17,5,2,85,76,29,5,4,99,99,55,10,3,100,99,78,15,3,100,100,84,21,4,100,100,96,17,7
"AddModuleScore5",16,17,8,4,2,24,25,14,4,0,36,28,5,7,1,43,37,16,6,2,50,34,15,6,2,83,74,27,4,5,99,99,53,11,3,100,99,78,14,3,100,100,84,21,5,100,100,96,14,6
"ssGSEA6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE6",37,26,20,4,3,89,77,39,12,4,99,92,69,15,6,100,99,88,19,4,100,100,90,23,6,100,100,99,52,24,100,100,100,87,29,100,100,100,90,47,100,100,100,97,73,100,100,100,98,77
"AUCell6",74,56,34,5,5,97,88,53,15,3,100,96,77,15,9,100,100,90,21,4,100,100,88,26,8,100,100,99,42,22,100,100,100,70,28,100,100,100,87,28,100,100,100,89,42,100,100,100,96,59
"UCell6",1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS6",9,9,6,1,1,20,15,5,2,2,22,10,17,1,2,36,23,12,6,1,41,34,12,7,0,70,43,15,4,0,90,73,32,5,0,100,92,40,5,0,100,93,59,4,0,100,99,54,5,0
"SCSE6",7,7,6,0,1,19,13,2,3,3,17,8,14,2,3,33,18,11,4,1,34,30,9,6,1,65,41,14,2,2,94,78,34,5,1,100,95,50,6,1,100,98,76,7,2,100,100,77,6,4
"AddModuleScore6",8,6,5,2,1,17,14,3,3,2,20,8,12,1,2,31,20,10,5,1,37,32,10,6,1,66,40,15,2,2,94,77,36,6,1,100,95,50,6,1,100,98,77,9,2,100,100,77,6,4
"ssGSEA7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE7",30,22,15,7,4,82,69,41,10,4,99,93,68,14,3,100,99,84,19,9,100,99,83,31,5,100,100,99,43,13,100,100,100,75,26,100,100,100,86,33,100,100,100,96,57,100,100,100,98,57
"AUCell7",68,54,29,9,5,97,82,49,12,3,100,96,73,17,6,100,99,87,21,5,100,100,81,30,3,100,100,100,36,13,100,100,100,64,21,100,100,100,74,17,100,100,100,91,34,100,100,100,91,38
"UCell7",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS7",11,10,5,3,2,18,12,2,4,0,20,13,9,1,1,21,16,6,0,1,23,12,5,6,1,53,31,12,3,0,81,58,16,1,1,97,72,13,0,0,100,87,20,0,0,100,98,24,0,1
"SCSE7",13,10,4,3,2,22,15,5,5,1,28,19,12,3,1,25,22,10,1,2,35,15,6,7,1,69,50,19,8,1,98,85,36,9,2,100,98,51,3,0,100,98,64,6,1,100,100,81,12,2
"AddModuleScore7",11,9,6,3,4,19,13,4,5,0,27,20,12,3,0,27,22,12,2,3,31,18,7,5,2,66,50,19,9,1,98,85,36,9,2,100,98,52,3,0,100,98,62,6,1,100,100,82,13,2
"ssGSEA8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"JASMINE8",51,39,21,7,3,88,82,53,10,5,100,94,76,17,2,100,100,87,29,9,100,100,94,22,8,100,100,100,53,18,100,100,100,83,39,100,100,100,96,51,100,100,100,99,68,100,100,100,100,78
"AUCell8",82,66,40,10,4,100,95,64,18,7,100,99,75,25,3,100,100,93,21,10,100,100,95,19,15,100,100,100,43,12,100,100,100,69,26,100,100,100,83,36,100,100,100,93,46,100,100,100,99,56
"UCell8",10,9,1,1,0,20,12,4,1,1,20,5,6,0,0,23,17,3,1,1,25,13,3,0,1,37,15,1,0,3,72,35,2,0,2,93,46,3,0,0,100,62,3,0,1,100,68,3,0,1
"scPS8",10,10,6,2,0,25,14,7,4,1,36,23,9,2,0,41,27,12,5,2,54,31,14,2,1,85,64,19,1,3,100,91,32,2,2,100,99,49,4,0,100,100,68,2,1,100,100,70,1,0
"SCSE8",9,10,7,2,0,22,14,8,5,1,34,23,10,4,1,43,33,14,5,2,60,36,18,6,0,92,75,26,4,3,100,99,50,6,5,100,100,79,9,0,100,100,96,16,2,100,100,99,12,6
"AddModuleScore8",8,9,7,2,1,24,14,7,4,1,35,24,10,4,1,45,32,12,5,1,60,36,19,6,1,92,77,29,4,4,100,100,54,6,4,100,100,81,9,0,100,100,96,15,2,100,100,99,11,8
"ssGSEA9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE9",37,28,13,3,3,88,77,39,12,4,98,96,55,11,6,100,98,71,21,8,100,100,84,22,4,100,100,100,42,7,100,100,100,78,40,100,100,100,92,46,100,100,100,99,55,100,100,100,99,66
"AUCell9",70,53,26,5,5,97,88,52,10,3,99,94,57,14,9,100,98,74,21,7,100,100,85,27,6,100,100,100,30,9,100,100,100,58,23,100,100,100,75,31,100,100,100,91,37,100,100,100,99,44
"UCell9",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS9",14,14,6,1,1,22,17,8,3,1,25,21,12,4,2,27,16,11,5,1,35,20,15,4,0,73,53,24,6,1,93,74,41,12,3,99,92,61,16,1,100,96,71,12,3,100,100,78,24,0
"SCSE9",5,7,5,1,2,12,9,2,3,1,13,9,7,1,2,15,7,5,2,3,25,11,4,1,2,54,39,8,3,2,83,52,20,0,2,97,83,29,5,1,100,94,43,2,3,100,98,56,4,2
"AddModuleScore9",10,13,5,1,3,13,10,5,4,2,17,11,7,0,2,14,11,6,1,1,26,14,5,1,1,57,43,10,3,2,83,53,21,1,2,96,81,33,6,1,100,95,43,3,3,100,98,58,4,3
