"","GS-10-0-","GS-10-0.2-","GS-10-0.5-","GS-10-0.8-","GS-10-1-","GS-20-0-","GS-20-0.2-","GS-20-0.5-","GS-20-0.8-","GS-20-1-","GS-30-0-","GS-30-0.2-","GS-30-0.5-","GS-30-0.8-","GS-30-1-","GS-40-0-","GS-40-0.2-","GS-40-0.5-","GS-40-0.8-","GS-40-1-","GS-50-0-","GS-50-0.2-","GS-50-0.5-","GS-50-0.8-","GS-50-1-","GS-100-0-","GS-100-0.2-","GS-100-0.5-","GS-100-0.8-","GS-100-1-","GS-200-0-","GS-200-0.2-","GS-200-0.5-","GS-200-0.8-","GS-200-1-","GS-300-0-","GS-300-0.2-","GS-300-0.5-","GS-300-0.8-","GS-300-1-","GS-400-0-","GS-400-0.2-","GS-400-0.5-","GS-400-0.8-","GS-400-1-","GS-500-0-","GS-500-0.2-","GS-500-0.5-","GS-500-0.8-","GS-500-1-"
"AUCell2",98,95,71,34,3,100,100,100,46,15,100,100,100,60,15,100,100,100,74,16,100,100,100,86,24,100,100,100,99,62,100,100,100,100,90,100,100,100,100,99,100,100,100,100,98,100,100,100,100,100
"UCell2",60,52,37,25,2,60,49,42,21,4,69,69,41,21,5,74,72,49,15,3,86,79,59,24,2,97,92,79,29,8,100,100,100,48,3,100,100,98,49,5,100,100,100,65,2,100,100,100,75,4
"scPS2",100,99,92,74,4,100,100,100,88,6,100,100,100,99,6,100,100,100,98,5,100,100,100,100,4,100,100,100,100,2,100,100,100,100,4,95,98,100,100,5,91,99,100,100,5,79,95,100,100,8
"SCSE2",93,88,55,47,3,99,100,78,47,8,100,100,98,53,7,100,100,100,57,11,100,100,100,73,20,100,100,100,89,58,100,100,100,99,81,100,100,100,100,94,100,100,100,100,98,100,100,100,100,99
"AddModuleScore2",66,62,61,70,7,61,74,67,51,5,79,100,87,61,7,83,100,99,57,3,96,100,100,72,4,100,100,100,98,4,100,100,100,100,4,100,100,100,100,7,100,100,100,100,4,100,100,100,100,7
"ssGSEA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE3",100,100,97,34,5,100,100,100,76,16,100,100,100,98,42,100,100,100,97,64,100,100,100,100,76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"AUCell3",99,94,78,25,8,100,100,98,52,11,100,100,100,70,6,100,100,100,78,27,100,100,100,82,32,100,100,100,95,74,100,100,100,100,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"UCell3",47,37,28,17,1,50,43,24,13,2,49,37,28,20,2,72,51,36,11,10,72,68,41,18,10,89,85,51,7,14,100,95,81,20,15,100,100,91,15,10,100,100,93,16,14,100,100,97,14,19
"scPS3",100,100,93,68,2,100,100,100,86,3,100,100,100,98,2,100,100,100,99,6,100,100,100,99,5,100,100,100,100,4,99,100,100,100,5,98,99,100,100,3,93,99,100,100,0,92,97,100,100,1
"SCSE3",94,81,64,46,4,97,97,82,46,4,99,100,98,59,13,100,100,98,62,28,100,100,99,66,28,100,100,100,90,70,100,100,100,100,89,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100
"AddModuleScore3",59,56,55,71,4,66,75,68,59,1,84,91,88,52,0,92,98,95,62,7,96,100,99,64,5,100,100,100,94,4,100,100,100,100,9,100,100,100,100,3,100,100,100,100,2,100,100,100,100,4
"ssGSEA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE4",100,100,95,39,16,100,100,100,78,25,100,100,100,93,63,100,100,100,97,76,100,100,100,100,86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"AUCell4",99,98,70,23,9,100,99,96,45,6,100,100,100,55,14,100,100,100,65,15,100,100,100,81,26,100,100,100,97,63,100,100,100,100,87,100,100,100,100,97,100,100,100,100,100,100,100,100,100,100
"UCell4",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"scPS4",100,99,88,59,6,100,100,100,88,4,100,100,100,97,6,100,100,100,97,3,100,100,100,100,9,100,100,100,100,5,100,100,100,100,6,99,99,100,100,2,93,99,100,100,3,91,100,100,100,4
"SCSE4",92,85,65,31,9,100,98,91,48,11,100,100,98,63,19,100,100,98,58,23,100,100,100,75,33,100,100,100,91,65,100,100,100,99,89,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100
"AddModuleScore4",53,47,62,69,2,66,79,66,47,3,82,94,88,61,3,92,99,94,53,2,95,100,100,59,7,100,100,100,92,5,100,100,100,100,3,100,100,100,100,2,100,100,100,100,3,100,100,100,100,6
"ssGSEA5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE5",100,100,100,48,7,100,100,100,96,22,100,100,100,99,39,100,100,100,100,63,100,100,100,100,64,100,100,100,100,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"AUCell5",98,99,77,27,6,100,100,95,54,5,100,100,100,67,10,100,100,100,83,17,100,100,100,90,16,100,100,100,100,43,100,100,100,100,70,100,100,100,100,94,100,100,100,100,95,100,100,100,100,100
"UCell5",52,44,40,18,5,47,44,36,21,6,49,42,39,21,3,55,47,42,21,6,69,62,30,14,5,96,89,61,19,13,100,100,93,18,7,100,100,94,27,10,100,100,98,34,7,100,100,100,29,10
"scPS5",100,100,100,73,8,100,100,100,94,3,100,100,100,99,5,100,100,100,100,2,100,100,100,100,3,100,100,100,100,5,96,99,100,100,5,91,97,100,100,1,87,94,100,100,2,92,93,99,100,1
"SCSE5",95,92,73,41,6,100,99,96,49,9,100,100,99,63,11,100,100,100,83,21,100,100,100,88,20,100,100,100,99,55,100,100,100,100,83,100,100,100,100,100,100,100,100,100,99,100,100,100,100,100
"AddModuleScore5",61,63,59,70,8,60,80,75,50,12,51,99,94,60,15,60,100,99,71,10,62,100,100,81,9,74,100,100,100,17,70,100,100,100,28,89,100,100,100,51,98,100,100,100,48,100,100,100,100,71
"ssGSEA6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE6",100,99,99,39,9,100,100,100,84,17,100,100,100,95,35,100,100,100,99,57,100,100,100,99,77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"AUCell6",99,95,77,21,8,100,100,98,57,8,100,100,100,71,15,100,100,100,82,29,100,100,100,82,37,100,100,100,97,71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"UCell6",60,59,39,15,3,59,57,50,31,4,80,78,43,27,8,87,75,59,27,9,94,82,64,24,7,99,97,85,28,5,100,100,99,36,8,100,100,99,56,11,100,100,100,58,6,100,100,100,61,14
"scPS6",100,100,96,67,4,100,100,100,94,5,100,100,100,99,2,100,100,100,99,6,100,100,100,99,3,100,100,100,100,2,100,100,100,100,2,98,100,100,100,2,99,99,100,100,1,93,98,100,100,3
"SCSE6",86,77,53,31,6,100,97,84,45,7,100,100,90,53,13,100,100,98,66,25,100,100,98,69,31,100,100,100,88,54,100,100,100,100,88,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100
"AddModuleScore6",66,70,56,65,8,68,76,66,57,4,77,95,84,51,5,92,100,91,55,6,98,100,99,66,5,100,100,100,93,1,100,100,100,100,5,100,100,100,100,5,100,100,100,100,4,100,100,100,100,11
"ssGSEA7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE7",100,100,99,55,5,100,100,100,94,12,100,100,100,100,33,100,100,100,100,52,100,100,100,100,70,100,100,100,100,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"AUCell7",96,93,73,24,4,100,100,98,54,8,100,100,100,72,15,100,100,100,81,13,100,100,100,88,16,100,100,100,100,37,100,100,100,100,83,100,100,100,100,94,100,100,100,100,98,100,100,100,100,99
"UCell7",48,46,39,15,5,48,45,43,26,4,65,61,44,18,5,67,61,47,25,5,70,62,42,24,4,97,91,63,27,5,100,99,89,23,4,100,100,96,35,4,100,100,98,49,5,100,100,100,42,3
"scPS7",100,100,97,85,5,100,100,100,99,4,100,100,100,100,6,100,100,100,100,2,100,100,100,100,4,100,100,100,100,4,98,99,100,100,2,94,98,100,100,4,88,89,100,100,4,80,86,99,100,3
"SCSE7",89,88,70,38,5,99,98,94,59,8,100,100,98,65,11,100,100,100,81,14,100,100,100,85,29,100,100,100,95,49,100,100,100,100,84,100,100,100,100,99,100,100,100,100,100,100,100,100,100,99
"AddModuleScore7",64,69,65,67,5,65,77,70,53,11,52,99,94,64,14,53,100,100,76,17,72,100,100,79,15,77,100,100,99,17,87,100,100,100,35,94,100,100,100,43,100,100,100,100,59,100,100,100,100,70
"ssGSEA8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE8",100,100,97,43,4,100,100,100,83,30,100,100,100,100,48,100,100,100,99,79,100,100,100,99,89,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"AUCell8",97,96,67,22,4,100,100,98,42,8,100,100,100,58,7,100,100,100,76,18,100,100,100,78,22,100,100,100,100,62,100,100,100,100,91,100,100,100,100,95,100,100,100,100,100,100,100,100,100,100
"UCell8",21,19,12,4,2,11,8,12,3,1,17,15,13,7,1,15,16,7,5,4,20,13,10,1,4,31,28,8,1,11,44,22,12,0,12,48,39,20,0,16,67,34,8,0,26,79,46,8,0,25
"scPS8",100,100,93,71,3,100,100,100,89,3,100,100,100,100,3,100,100,100,99,5,100,100,100,99,2,100,100,100,100,5,100,100,100,100,2,97,100,100,100,5,96,97,100,100,8,92,95,100,100,8
"SCSE8",90,86,66,43,2,100,98,90,50,10,100,100,99,55,13,100,100,100,67,24,100,100,100,76,26,100,100,100,93,69,100,100,100,100,96,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100
"AddModuleScore8",55,57,60,66,3,64,79,72,55,4,75,96,89,44,4,87,99,96,63,4,95,100,100,73,2,100,100,100,93,3,100,100,100,100,2,100,100,100,100,7,100,100,100,100,5,100,100,100,100,5
"ssGSEA9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE9",100,100,97,59,2,100,100,100,88,12,100,100,100,100,40,100,100,100,100,49,100,100,100,100,64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"AUCell9",100,99,79,37,2,100,99,99,65,5,100,100,100,73,14,100,100,100,81,12,100,100,100,88,13,100,100,100,100,59,100,100,100,100,93,100,100,100,100,98,100,100,100,100,98,100,100,100,100,100
"UCell9",64,62,48,25,0,81,69,58,24,1,86,81,53,28,6,94,85,71,27,5,95,91,68,36,5,100,100,88,41,4,100,100,99,65,10,100,100,100,63,12,100,100,100,87,5,100,100,100,84,4
"scPS9",100,100,98,79,2,100,100,100,97,1,100,100,100,100,6,100,100,100,100,5,100,100,100,100,2,100,100,100,100,2,100,100,100,100,2,89,99,100,100,2,92,97,100,100,4,95,87,98,100,3
"SCSE9",93,91,73,40,2,100,98,92,60,3,100,100,98,70,12,100,100,99,70,15,100,100,100,84,15,100,100,100,97,58,100,100,100,100,95,100,100,100,100,97,100,100,100,100,99,100,100,100,100,100
"AddModuleScore9",59,64,60,63,2,58,82,80,58,5,71,96,96,67,10,59,100,99,64,5,58,100,100,75,11,57,100,100,98,6,58,100,100,100,15,73,100,100,100,27,85,100,100,100,35,95,100,100,100,39
