"","GS-10-0-","GS-10-0.2-","GS-10-0.5-","GS-10-0.8-","GS-10-1-","GS-20-0-","GS-20-0.2-","GS-20-0.5-","GS-20-0.8-","GS-20-1-","GS-30-0-","GS-30-0.2-","GS-30-0.5-","GS-30-0.8-","GS-30-1-","GS-40-0-","GS-40-0.2-","GS-40-0.5-","GS-40-0.8-","GS-40-1-","GS-50-0-","GS-50-0.2-","GS-50-0.5-","GS-50-0.8-","GS-50-1-","GS-100-0-","GS-100-0.2-","GS-100-0.5-","GS-100-0.8-","GS-100-1-","GS-200-0-","GS-200-0.2-","GS-200-0.5-","GS-200-0.8-","GS-200-1-","GS-300-0-","GS-300-0.2-","GS-300-0.5-","GS-300-0.8-","GS-300-1-","GS-400-0-","GS-400-0.2-","GS-400-0.5-","GS-400-0.8-","GS-400-1-","GS-500-0-","GS-500-0.2-","GS-500-0.5-","GS-500-0.8-","GS-500-1-"
"SCSE3",47,41,28,5,5,68,56,30,7,6,85,73,51,17,4,90,82,58,11,10,96,90,74,17,10,100,100,97,34,18,100,100,100,43,32,100,100,100,72,47,100,100,100,85,52,100,100,100,94,73
"AddModuleScore3",16,23,21,6,5,20,38,27,8,2,24,68,50,13,2,28,86,67,15,5,40,94,82,24,4,65,100,100,57,3,89,100,100,89,3,98,100,100,99,6,100,100,100,100,6,100,100,100,100,12
"ssGSEA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE4",100,100,84,20,8,100,100,99,47,26,100,100,100,61,32,100,100,100,73,48,100,100,100,83,50,100,100,100,96,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"AUCell4",90,89,58,22,20,99,99,85,39,42,99,99,95,43,60,100,100,99,46,74,100,100,99,58,85,100,100,100,91,98,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"UCell4",20,19,18,5,1,33,28,15,14,1,38,29,14,9,2,45,41,21,10,1,51,40,20,4,3,88,72,40,14,0,98,89,65,16,0,100,97,78,18,0,100,100,84,36,0,100,100,93,26,0
"scPS4",94,89,75,51,4,98,98,94,71,6,100,100,100,77,7,100,100,100,88,5,98,99,100,90,9,100,100,100,100,13,100,100,100,100,15,100,100,100,100,25,100,100,100,100,21,100,100,100,100,25
"SCSE4",3,3,2,2,1,8,10,4,3,0,14,12,5,3,0,20,13,5,2,0,23,16,10,1,3,46,41,19,4,2,75,60,37,5,7,94,79,50,7,9,99,94,64,21,11,100,99,85,23,10
"AddModuleScore4",12,14,9,7,5,18,42,23,9,7,22,73,54,11,2,30,95,75,15,1,30,99,91,21,6,59,100,100,61,3,92,100,100,97,6,100,100,100,100,9,100,100,100,100,16,100,100,100,100,15
"ssGSEA5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE5",100,100,88,25,14,100,100,100,53,41,100,100,100,78,62,100,100,100,93,72,100,100,100,95,78,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"AUCell5",96,92,62,28,13,100,99,93,29,26,100,100,99,50,47,100,100,97,51,63,100,100,100,60,77,100,100,100,86,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"UCell5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS5",90,88,58,34,4,96,98,88,37,1,98,100,94,67,1,95,99,99,75,2,97,100,100,83,3,97,99,99,89,7,98,100,100,99,10,95,99,100,99,7,97,100,99,100,11,98,100,100,100,23
"SCSE5",70,58,31,10,6,83,71,50,15,4,97,91,67,17,4,100,98,73,20,9,100,100,90,28,21,100,100,100,35,28,100,100,100,73,50,100,100,100,84,63,100,100,100,96,87,100,100,100,99,92
"AddModuleScore5",15,20,13,5,1,22,34,27,14,3,34,78,54,10,2,35,88,72,12,3,51,97,93,25,3,69,100,100,54,4,96,100,100,89,5,100,100,100,100,1,100,100,100,100,6,100,100,100,100,12
"ssGSEA6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE6",99,99,88,23,11,100,100,100,53,23,100,100,100,79,44,100,100,100,85,48,100,100,100,87,63,100,100,100,99,83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"AUCell6",92,86,66,27,14,99,99,89,38,37,100,100,93,46,46,100,100,100,60,58,100,100,100,64,69,100,100,100,93,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"UCell6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS6",83,83,65,29,3,97,99,88,48,4,93,99,96,61,3,97,100,98,69,5,95,100,100,78,5,98,100,100,98,1,99,100,100,100,1,98,99,100,100,1,96,99,100,100,1,100,100,100,100,0
"SCSE6",32,16,6,4,1,41,36,25,7,5,61,49,29,10,9,87,75,35,10,3,92,87,53,10,9,100,98,81,27,8,100,100,94,29,14,100,100,100,53,31,100,100,100,66,37,100,100,100,67,47
"AddModuleScore6",21,14,11,9,2,24,38,34,10,3,32,66,60,15,3,45,93,73,18,2,51,99,92,24,3,75,100,100,61,2,98,100,100,94,2,100,100,100,99,3,100,100,100,100,5,100,100,100,100,3
"ssGSEA7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE7",100,99,91,21,23,100,100,100,53,28,100,100,100,72,40,100,100,100,90,51,100,100,100,90,60,100,100,100,98,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"AUCell7",89,81,63,19,21,99,99,82,29,29,100,100,93,43,46,100,100,100,60,64,100,100,100,61,77,100,100,100,89,97,100,100,100,100,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100
"UCell7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS7",90,81,69,34,7,90,97,87,39,3,94,98,88,47,3,96,97,98,71,4,97,98,99,63,3,98,100,99,94,3,99,100,100,97,5,98,100,100,100,8,100,100,100,100,3,100,100,100,99,4
"SCSE7",37,38,25,10,9,62,51,31,11,6,84,76,38,13,5,84,81,60,13,6,95,88,76,20,8,100,100,94,32,18,100,100,100,49,31,100,100,100,62,39,100,100,100,85,54,100,100,100,87,69
"AddModuleScore7",8,21,18,8,3,20,26,28,9,3,31,67,44,12,5,32,79,72,16,5,32,95,90,25,1,59,100,100,54,3,90,100,100,89,11,100,100,100,100,7,100,100,100,100,8,100,100,100,100,8
"ssGSEA8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE8",100,98,84,17,5,100,100,100,59,25,100,100,100,76,38,100,100,100,86,52,100,100,100,92,78,100,100,100,100,93,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"AUCell8",91,84,60,19,12,100,98,80,29,31,100,100,98,45,47,100,100,97,47,61,100,100,100,55,77,100,100,100,81,96,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"UCell8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"scPS8",91,81,60,30,0,93,98,88,41,6,95,97,96,51,2,96,97,99,68,2,95,98,100,78,0,99,98,99,94,4,99,100,100,97,1,100,100,100,100,3,100,100,100,100,2,100,100,100,100,1
"SCSE8",46,34,19,7,0,63,51,27,8,7,84,80,46,12,6,92,82,53,11,3,92,94,62,17,5,100,100,86,26,18,100,100,100,42,30,100,100,100,70,44,100,100,100,87,62,100,100,100,95,67
"AddModuleScore8",18,20,13,11,1,27,38,26,6,1,27,70,48,12,0,33,83,71,11,2,36,96,79,25,1,61,100,100,54,4,85,100,100,93,1,98,100,100,100,5,100,100,100,100,8,100,100,100,100,5
"ssGSEA9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE9",100,100,83,21,10,100,100,99,55,26,100,100,100,71,39,100,100,100,78,42,100,100,100,87,54,100,100,100,99,87,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"AUCell9",95,92,59,23,14,100,99,88,40,36,100,100,97,45,44,100,100,97,58,69,100,100,100,67,75,100,100,100,92,99,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"UCell9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS9",94,89,73,40,5,97,99,94,56,7,99,100,96,75,6,97,100,99,85,3,100,100,100,81,5,99,100,100,100,5,98,100,100,99,3,100,100,100,100,1,99,100,100,100,2,100,100,100,100,3
"SCSE9",16,13,6,1,2,21,22,8,3,3,48,29,12,5,6,47,43,22,6,3,65,49,32,4,2,92,82,52,17,6,100,98,71,22,5,100,100,94,27,22,100,100,99,43,28,100,100,100,46,31
"AddModuleScore9",10,14,13,9,7,13,26,27,8,3,25,69,49,11,3,35,84,77,18,1,32,96,91,23,1,56,100,100,68,2,90,100,100,97,3,100,100,100,99,9,100,100,100,100,14,100,100,100,100,12
