"","GS-10-0-","GS-10-0.2-","GS-10-0.5-","GS-10-0.8-","GS-10-1-","GS-20-0-","GS-20-0.2-","GS-20-0.5-","GS-20-0.8-","GS-20-1-","GS-30-0-","GS-30-0.2-","GS-30-0.5-","GS-30-0.8-","GS-30-1-","GS-40-0-","GS-40-0.2-","GS-40-0.5-","GS-40-0.8-","GS-40-1-","GS-50-0-","GS-50-0.2-","GS-50-0.5-","GS-50-0.8-","GS-50-1-","GS-100-0-","GS-100-0.2-","GS-100-0.5-","GS-100-0.8-","GS-100-1-","GS-200-0-","GS-200-0.2-","GS-200-0.5-","GS-200-0.8-","GS-200-1-","GS-300-0-","GS-300-0.2-","GS-300-0.5-","GS-300-0.8-","GS-300-1-","GS-400-0-","GS-400-0.2-","GS-400-0.5-","GS-400-0.8-","GS-400-1-","GS-500-0-","GS-500-0.2-","GS-500-0.5-","GS-500-0.8-","GS-500-1-"
"UCell1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS1",86,79,56,33,0,97,95,85,42,2,99,100,97,67,3,100,99,98,70,1,99,99,100,80,5,100,100,100,97,1,100,100,100,99,7,100,100,100,100,1,100,100,100,100,3,100,100,100,100,0
"SCSE1",7,10,8,3,0,24,19,7,3,4,37,24,15,3,2,50,40,22,4,6,50,36,21,7,3,87,76,47,6,7,100,99,76,18,11,100,100,93,30,25,100,100,99,35,17,100,100,99,45,32
"AddModuleScore1",10,16,15,15,2,14,30,16,11,4,24,61,44,8,0,27,80,60,17,1,31,93,77,22,2,44,100,100,55,1,85,100,100,90,6,94,100,100,98,2,100,100,100,99,7,100,100,100,100,6
"ssGSEA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE2",73,55,23,8,4,95,88,50,14,2,99,96,78,13,4,100,99,85,23,13,100,100,94,23,13,100,100,100,37,24,100,100,100,81,57,100,100,100,89,78,100,100,100,93,92,100,100,100,98,97
"AUCell2",44,35,25,5,4,86,73,42,14,7,95,82,54,11,14,98,93,66,28,20,100,99,83,18,20,100,100,99,32,52,100,100,100,63,82,100,100,100,80,99,100,100,100,90,99,100,100,100,97,100
"UCell2",7,13,7,6,2,24,21,13,7,1,23,19,7,5,1,27,22,13,14,3,38,28,16,7,2,60,47,32,9,1,85,80,47,18,1,93,80,70,22,1,100,95,65,35,2,100,99,79,26,1
"scPS2",87,76,70,35,4,98,97,90,62,4,98,100,95,61,5,99,100,100,77,4,100,100,99,78,3,100,100,100,99,3,100,100,100,100,6,100,100,100,100,7,100,100,100,100,8,100,100,100,100,7
"SCSE2",7,9,4,5,2,22,16,9,5,2,22,16,4,1,2,29,20,12,6,4,42,29,14,2,3,78,61,32,5,2,97,96,58,8,7,99,97,86,12,14,100,100,97,29,19,100,100,99,20,29
"AddModuleScore2",7,15,9,7,2,14,22,17,11,2,14,27,21,13,3,18,59,46,21,4,16,77,62,10,3,31,99,98,28,0,47,100,100,80,2,65,100,100,91,2,87,100,100,99,2,99,100,100,100,2
"ssGSEA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE3",50,39,16,6,3,90,82,49,8,4,93,87,73,11,15,100,99,80,19,20,98,99,94,36,19,100,100,99,56,25,100,100,100,90,69,100,100,100,99,85,100,100,100,100,97,100,100,100,100,100
"AUCell3",27,27,11,4,2,52,36,17,5,4,60,46,38,6,8,79,62,36,11,8,83,78,45,17,4,100,96,78,22,16,100,100,97,38,30,100,100,99,53,57,100,100,100,66,64,100,100,100,79,74
"UCell3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS3",69,66,50,26,4,94,94,77,34,1,93,87,86,45,5,100,100,94,59,6,98,100,92,56,4,100,100,100,88,4,100,100,100,95,1,100,100,100,100,1,100,100,100,100,4,97,100,100,100,2
"SCSE3",30,32,12,4,2,48,38,18,5,0,55,39,29,5,6,76,60,32,10,8,83,75,43,9,5,100,94,74,21,8,100,100,97,41,22,100,100,99,40,40,100,100,100,59,45,100,100,100,75,51
"AddModuleScore3",12,14,10,6,1,10,24,15,11,1,18,36,33,6,5,18,63,46,14,2,29,89,65,13,3,36,100,98,47,3,69,100,100,87,1,87,100,100,97,1,99,100,100,99,1,100,100,100,100,3
"ssGSEA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE4",76,55,22,15,3,93,88,58,16,5,100,96,68,15,8,100,98,90,21,14,100,100,94,23,19,100,100,100,56,32,100,100,100,87,53,100,100,100,92,78,100,100,100,98,94,100,100,100,100,99
"AUCell4",46,38,14,12,3,78,65,42,5,11,93,84,48,14,13,96,88,76,17,16,99,98,75,18,19,100,100,97,39,45,100,100,100,65,71,100,100,100,81,90,100,100,100,94,95,100,100,100,97,100
"UCell4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS4",82,79,59,39,2,100,95,85,52,1,98,99,91,65,4,98,100,98,72,2,100,100,100,75,7,100,100,100,92,3,100,100,100,100,5,100,100,100,100,2,100,100,100,100,3,100,100,100,100,2
"SCSE4",16,12,4,6,0,14,16,11,2,0,34,28,9,3,4,51,35,19,6,5,61,37,12,4,6,88,76,48,7,4,100,99,75,13,7,100,100,95,22,19,100,100,98,24,29,100,100,99,41,32
"AddModuleScore4",14,9,7,16,1,7,23,18,6,2,18,44,32,9,4,22,67,49,10,1,19,84,62,15,5,22,100,97,33,1,42,100,100,79,2,50,100,100,99,4,69,100,100,99,6,85,100,100,99,3
"ssGSEA5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE5",58,46,21,6,6,93,79,45,19,12,99,93,63,26,14,98,98,86,30,16,100,99,94,32,20,100,100,100,58,43,100,100,100,87,79,100,100,100,98,97,100,100,100,98,99,100,100,100,99,100
"AUCell5",34,23,12,4,5,49,36,25,12,7,84,55,23,13,6,90,78,46,11,6,94,86,60,12,10,100,96,82,32,31,100,100,99,45,53,100,100,100,76,73,100,100,100,78,87,100,100,100,88,97
"UCell5",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS5",70,65,43,25,5,89,87,66,27,4,96,93,72,50,3,100,96,94,52,3,98,100,97,56,1,100,100,100,79,1,100,100,100,94,2,100,100,100,99,5,100,100,100,100,7,100,100,100,100,8
"SCSE5",22,24,12,4,4,42,26,19,8,5,61,42,22,17,5,75,63,38,10,4,82,79,46,11,9,99,95,71,27,14,100,100,93,29,26,100,100,100,47,35,100,100,100,55,54,100,100,100,69,66
"AddModuleScore5",12,8,10,14,7,7,14,9,6,3,10,30,19,14,4,15,42,38,10,2,9,74,51,9,1,19,99,93,34,0,31,100,99,62,1,53,100,100,91,2,65,100,100,95,3,87,100,100,99,3
"ssGSEA6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE6",49,39,23,6,3,90,83,46,8,3,97,94,69,10,11,100,98,85,19,17,100,99,92,28,26,100,100,99,54,39,100,100,100,88,68,100,100,100,96,90,100,100,100,98,99,100,100,100,99,99
"AUCell6",27,24,19,4,0,59,54,28,3,5,84,62,30,4,7,91,83,55,5,11,99,91,55,11,20,100,100,92,30,34,100,100,100,55,58,100,100,100,67,82,100,100,100,77,94,100,100,100,87,94
"UCell6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS6",75,71,58,28,1,92,88,81,40,2,99,94,94,47,2,96,99,98,57,3,99,99,98,73,10,100,100,100,88,4,100,100,100,99,2,97,100,100,100,1,98,100,100,100,1,99,100,100,100,2
"SCSE6",14,15,9,8,1,33,36,15,5,1,57,36,17,6,1,64,43,28,5,6,78,66,39,5,12,98,90,59,14,11,100,100,91,22,15,100,100,97,40,33,100,100,100,46,47,100,100,100,45,51
"AddModuleScore6",10,10,8,16,2,17,31,21,7,0,16,38,31,10,3,25,62,43,6,3,16,81,70,9,6,16,100,99,39,3,38,100,100,79,3,49,100,100,98,1,65,100,100,98,2,81,100,100,100,5
"ssGSEA7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE7",66,51,18,6,5,85,73,47,21,8,94,96,67,21,15,95,95,85,25,12,99,99,91,35,17,100,100,100,58,44,100,100,100,83,68,100,100,100,96,91,100,100,100,100,98,100,100,100,100,98
"AUCell7",40,30,10,9,3,47,37,26,14,7,79,65,36,8,9,85,75,45,13,6,94,82,60,15,10,97,97,91,20,30,100,100,100,48,49,100,100,100,63,74,100,100,100,76,79,100,100,100,88,91
"UCell7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS7",84,71,51,33,4,91,86,70,45,3,99,96,86,44,3,97,98,95,59,1,97,100,96,64,3,99,100,100,84,3,99,99,100,97,2,100,100,100,100,3,100,100,100,100,7,100,100,100,100,4
"SCSE7",31,23,7,10,3,36,25,22,13,6,69,51,28,3,5,73,61,31,9,4,78,68,38,10,5,97,95,71,14,12,100,100,98,31,20,100,100,100,48,31,100,100,100,54,45,100,100,100,77,54
"AddModuleScore7",12,18,8,14,5,11,22,18,14,2,17,51,42,3,2,28,72,53,12,2,23,83,71,16,3,38,100,100,36,1,73,100,100,80,3,90,100,100,97,2,99,100,100,100,4,100,100,100,100,3
"ssGSEA8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE8",58,43,26,9,1,90,87,57,14,9,98,98,72,22,10,100,100,94,32,24,100,100,96,38,17,100,100,100,69,55,100,100,100,94,77,100,100,100,97,93,100,100,100,100,99,100,100,100,100,99
"AUCell8",30,19,11,5,2,71,53,26,9,5,88,66,44,12,7,94,84,58,22,8,98,93,65,20,17,100,98,93,29,30,100,100,100,60,47,100,100,100,79,72,100,100,100,91,89,100,100,100,97,91
"UCell8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS8",78,74,52,33,1,97,96,66,45,6,97,95,90,42,3,100,99,91,53,3,99,99,97,71,6,100,100,100,87,5,99,100,100,99,8,98,100,100,100,5,100,100,100,99,6,100,100,100,100,2
"SCSE8",30,19,13,6,1,60,50,18,9,5,69,57,33,9,4,87,76,50,16,8,90,82,45,9,12,100,99,79,20,14,100,100,97,45,24,100,100,100,63,39,100,100,100,81,55,100,100,100,89,66
"AddModuleScore8",12,13,11,11,4,11,35,10,9,3,25,45,34,9,3,23,75,61,19,3,32,88,63,10,2,56,100,99,40,5,71,100,100,85,2,93,100,100,96,5,100,100,100,99,1,100,100,100,100,0
"ssGSEA9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE9",65,48,30,6,5,92,86,69,9,6,98,94,77,22,8,100,97,89,32,11,100,98,95,36,13,100,100,100,68,38,100,100,100,95,64,100,100,100,100,81,100,100,100,99,95,100,100,100,100,95
"AUCell9",34,26,18,7,5,71,58,32,6,2,87,76,45,12,7,95,79,64,14,7,100,92,66,17,8,100,100,93,37,30,100,100,100,61,57,100,100,100,85,75,100,100,100,90,88,100,100,100,96,94
"UCell9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS9",88,78,64,31,3,99,97,90,46,2,99,99,97,57,4,100,100,99,86,1,100,100,99,84,4,100,100,100,94,1,100,100,100,100,4,100,100,100,100,1,100,100,100,100,1,100,100,100,100,2
"SCSE9",16,15,13,5,1,56,34,20,6,2,59,49,28,7,4,73,62,36,11,4,80,74,45,13,4,99,97,71,18,9,100,100,98,35,29,100,100,99,54,26,100,100,100,67,40,100,100,100,71,56
"AddModuleScore9",5,9,12,9,1,26,43,28,12,2,30,68,51,13,2,47,86,72,21,0,43,92,86,26,3,81,100,100,47,3,97,100,100,94,4,100,100,100,100,2,100,100,100,100,3,100,100,100,100,7
