"","GS-10-0-","GS-10-0.2-","GS-10-0.5-","GS-10-0.8-","GS-10-1-","GS-20-0-","GS-20-0.2-","GS-20-0.5-","GS-20-0.8-","GS-20-1-","GS-30-0-","GS-30-0.2-","GS-30-0.5-","GS-30-0.8-","GS-30-1-","GS-40-0-","GS-40-0.2-","GS-40-0.5-","GS-40-0.8-","GS-40-1-","GS-50-0-","GS-50-0.2-","GS-50-0.5-","GS-50-0.8-","GS-50-1-","GS-100-0-","GS-100-0.2-","GS-100-0.5-","GS-100-0.8-","GS-100-1-","GS-200-0-","GS-200-0.2-","GS-200-0.5-","GS-200-0.8-","GS-200-1-","GS-300-0-","GS-300-0.2-","GS-300-0.5-","GS-300-0.8-","GS-300-1-","GS-400-0-","GS-400-0.2-","GS-400-0.5-","GS-400-0.8-","GS-400-1-","GS-500-0-","GS-500-0.2-","GS-500-0.5-","GS-500-0.8-","GS-500-1-"
"ssGSEA",8,7,4,3,1,13,11,9,4,1,11,9,5,1,3,22,13,11,2,1,24,17,13,4,1,48,39,23,8,0,65,48,28,13,0,85,72,34,16,2,94,85,52,21,3,100,96,65,21,6
"JASMINE",100,100,99,69,15,100,100,100,97,48,100,100,100,98,75,100,100,100,100,79,100,100,100,100,95,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"AUCell",100,100,99,65,22,100,100,100,90,48,100,100,100,97,69,100,100,100,100,80,100,100,100,100,93,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"UCell",93,93,79,33,3,99,94,80,41,6,100,100,89,52,6,100,100,93,54,6,100,100,98,55,3,100,100,100,81,3,100,100,100,97,1,100,100,100,100,3,100,100,100,100,2,100,100,100,100,3
"scPS",100,100,99,65,4,100,100,100,92,7,100,100,100,98,7,100,100,100,100,6,100,100,100,100,4,100,100,100,100,4,97,100,100,100,16,97,99,100,100,11,98,100,100,100,16,100,100,100,100,18
"SCSE",82,73,50,18,3,99,96,72,23,6,100,99,87,28,10,100,100,93,39,9,100,100,97,45,12,100,100,100,74,31,100,100,100,99,53,100,100,100,100,76,100,100,100,100,87,100,100,100,100,93
"AddModuleScore",41,42,44,43,3,64,81,69,32,6,87,97,89,27,4,96,99,99,46,4,100,100,100,57,3,100,100,100,99,4,100,100,100,100,4,100,100,100,100,5,100,100,100,100,5,100,100,100,100,8
"ssGSEA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE1",100,100,100,74,29,100,100,100,98,61,100,100,100,100,83,100,100,100,100,96,100,100,100,100,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"AUCell1",100,100,98,64,16,100,100,100,92,39,100,100,100,91,58,100,100,100,100,74,100,100,100,100,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"UCell1",73,68,51,28,5,72,71,41,25,15,93,85,59,21,17,99,94,71,14,18,99,97,68,32,17,100,100,88,32,21,100,100,100,48,28,100,100,100,49,38,100,100,100,58,53,100,100,100,62,61
"scPS1",100,100,97,72,5,100,100,100,93,4,100,100,100,97,4,100,100,100,100,2,100,100,100,100,6,100,100,100,100,5,100,100,100,100,1,98,97,100,100,2,100,99,100,100,3,100,100,100,100,7
"SCSE1",92,79,62,37,5,98,98,81,42,11,100,100,97,53,16,100,100,98,57,20,100,100,100,73,21,100,100,100,90,46,100,100,100,99,73,100,100,100,100,92,100,100,100,100,95,100,100,100,100,100
"AddModuleScore1",37,49,38,36,3,56,83,57,28,3,88,97,92,41,3,96,100,98,42,1,99,100,100,69,5,100,100,100,96,4,100,100,100,100,4,100,100,100,100,2,100,100,100,100,9,100,100,100,100,10
