"","GS-10-0-","GS-10-0.2-","GS-10-0.5-","GS-10-0.8-","GS-10-1-","GS-20-0-","GS-20-0.2-","GS-20-0.5-","GS-20-0.8-","GS-20-1-","GS-30-0-","GS-30-0.2-","GS-30-0.5-","GS-30-0.8-","GS-30-1-","GS-40-0-","GS-40-0.2-","GS-40-0.5-","GS-40-0.8-","GS-40-1-","GS-50-0-","GS-50-0.2-","GS-50-0.5-","GS-50-0.8-","GS-50-1-","GS-100-0-","GS-100-0.2-","GS-100-0.5-","GS-100-0.8-","GS-100-1-","GS-200-0-","GS-200-0.2-","GS-200-0.5-","GS-200-0.8-","GS-200-1-","GS-300-0-","GS-300-0.2-","GS-300-0.5-","GS-300-0.8-","GS-300-1-","GS-400-0-","GS-400-0.2-","GS-400-0.5-","GS-400-0.8-","GS-400-1-","GS-500-0-","GS-500-0.2-","GS-500-0.5-","GS-500-0.8-","GS-500-1-"
"UCell1",44,33,10,4,2,72,56,18,5,2,85,65,20,4,8,91,70,25,4,4,84,63,24,4,2,90,69,21,2,1,100,92,35,3,1,100,98,49,1,3,100,100,56,1,1,100,100,55,0,1
"scPS1",36,28,10,5,2,54,41,16,10,2,72,52,21,11,5,81,59,34,17,4,86,69,40,12,2,99,92,66,20,1,100,100,90,17,0,100,100,95,24,2,100,100,97,31,0,100,100,100,38,1
"SCSE1",30,25,10,4,2,47,39,15,10,2,57,47,20,9,6,77,53,30,15,4,82,68,38,12,2,99,93,64,20,1,100,100,92,22,5,100,100,96,29,6,100,100,99,41,5,100,100,100,46,7
"AddModuleScore1",30,24,10,2,2,44,38,14,10,4,53,44,19,9,6,73,53,30,15,5,81,67,38,13,3,99,92,63,21,3,100,100,93,24,7,100,100,97,29,6,100,100,98,43,6,100,100,100,48,8
"ssGSEA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE2",60,48,28,14,6,98,95,64,17,11,100,99,88,36,13,100,100,95,53,13,100,100,100,55,16,100,100,100,83,23,100,100,100,98,61,100,100,100,100,88,100,100,100,100,84,100,100,100,100,93
"AUCell2",79,67,33,19,5,100,95,77,17,7,100,99,88,34,2,100,100,94,50,13,100,100,100,54,6,100,100,100,70,16,100,100,100,95,33,100,100,100,99,40,100,100,100,100,63,100,100,100,100,65
"UCell2",41,36,14,8,2,72,61,27,10,3,83,69,36,11,1,90,80,35,15,3,92,79,45,14,2,97,90,48,10,2,100,100,81,25,1,100,100,95,15,2,100,100,100,32,1,100,100,99,28,0
"scPS2",29,21,10,7,3,54,43,21,8,3,74,56,39,15,1,86,75,40,25,2,87,78,54,24,5,100,95,68,28,2,100,100,94,46,1,100,100,100,52,3,100,100,100,68,3,100,100,100,70,2
"SCSE2",19,16,9,3,3,47,33,16,6,3,57,47,30,9,2,71,65,25,21,7,80,69,40,19,2,100,90,56,15,4,100,100,87,28,3,100,100,98,32,10,100,100,100,53,6,100,100,100,46,10
"AddModuleScore2",13,11,6,3,3,40,31,14,2,4,54,43,30,8,0,69,61,23,19,7,73,64,37,19,1,100,89,54,16,4,100,100,86,28,2,100,100,98,35,6,100,100,100,51,5,100,100,100,49,8
"ssGSEA3",0,1,0,0,0,0,0,1,1,0,2,0,0,1,1,2,0,1,1,0,1,0,4,0,0,7,3,0,1,0,24,11,5,1,0,48,26,3,0,2,79,35,7,3,2,100,58,14,1,1
"JASMINE3",78,58,32,16,9,100,99,78,29,14,100,99,94,32,11,100,100,100,49,8,100,100,100,59,22,100,100,100,83,40,100,100,100,98,67,100,100,100,99,81,100,100,100,100,93,100,100,100,100,96
"AUCell3",94,80,44,19,9,100,99,78,32,9,100,100,96,32,8,100,100,99,48,7,100,100,100,58,12,100,100,100,74,27,100,100,100,95,38,100,100,100,98,51,100,100,100,100,52,100,100,100,100,72
"UCell3",68,45,18,12,2,92,75,38,9,5,98,88,58,10,5,100,95,57,17,2,99,91,67,15,1,100,99,70,20,2,100,100,96,27,2,100,100,100,50,2,100,100,100,48,3,100,100,100,62,2
"scPS3",49,32,10,10,2,74,54,35,11,4,88,74,47,13,2,97,92,56,27,2,98,93,75,30,1,100,100,89,38,4,100,100,100,59,4,100,100,100,82,6,100,100,100,87,6,100,100,100,92,6
"SCSE3",33,27,7,7,3,52,35,26,8,5,80,64,35,10,5,90,80,38,18,2,93,81,64,12,1,100,100,71,24,6,100,100,94,31,5,100,100,100,46,7,100,100,100,46,8,100,100,100,64,12
"AddModuleScore3",26,19,7,6,4,42,31,27,6,5,79,63,34,10,5,82,77,37,20,2,92,82,62,13,1,100,99,71,22,5,100,100,95,32,6,100,100,100,51,10,100,100,100,52,5,100,100,100,66,7
"ssGSEA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE4",64,53,38,13,4,97,94,67,19,9,100,100,87,44,12,100,100,99,49,12,100,100,99,61,18,100,100,100,81,20,100,100,100,97,71,100,100,100,99,83,100,100,100,100,94,100,100,100,100,97
"AUCell4",80,66,49,12,7,100,96,71,27,3,100,100,85,39,6,100,100,100,36,9,100,100,99,46,12,100,100,100,68,16,100,100,100,91,43,100,100,100,98,47,100,100,100,100,60,100,100,100,100,61
"UCell4",45,36,24,7,3,75,56,18,14,3,78,63,33,12,1,73,54,26,4,2,79,59,28,2,2,84,71,29,3,0,100,94,53,8,1,100,100,66,5,0,100,100,78,9,1,100,100,87,7,1
"scPS4",33,20,19,7,1,55,43,20,13,2,63,51,28,12,2,73,56,35,10,2,86,73,43,11,3,98,93,66,26,2,100,100,96,35,1,100,100,98,42,2,100,100,100,60,1,100,100,99,60,0
"SCSE4",25,15,15,5,2,48,30,12,12,3,50,38,25,10,1,65,51,30,8,2,80,65,38,9,3,98,92,60,18,2,100,100,93,30,4,100,100,98,34,6,100,100,100,51,10,100,100,99,51,9
"AddModuleScore4",20,16,9,6,3,43,27,14,11,4,51,34,22,10,1,65,52,31,9,2,77,64,38,8,3,98,91,62,19,1,100,100,93,32,5,100,100,98,35,5,100,100,100,54,11,100,100,99,52,7
"ssGSEA5",3,1,0,0,1,1,3,0,0,0,1,1,1,0,1,2,1,0,1,1,3,2,1,0,0,5,2,1,1,0,17,13,0,1,0,38,16,3,0,0,68,28,10,5,0,96,46,20,3,0
"JASMINE5",66,55,34,12,7,99,94,69,22,6,100,98,85,34,6,100,100,97,41,12,100,100,98,56,14,100,100,100,74,25,100,100,100,97,52,100,100,100,99,81,100,100,100,100,88,100,100,100,100,97
"AUCell5",83,69,49,15,5,100,96,72,20,2,100,97,81,42,6,100,100,97,34,6,100,100,99,49,9,100,100,100,66,16,100,100,100,90,25,100,100,100,99,42,100,100,100,100,53,100,100,100,100,66
"UCell5",50,39,23,7,4,88,67,42,9,2,93,81,47,13,3,94,84,42,10,1,98,90,50,15,2,100,96,73,11,0,100,100,86,23,0,100,100,97,34,0,100,100,100,33,0,100,100,99,43,0
"scPS5",34,29,21,7,5,71,50,33,10,4,83,68,44,16,3,84,70,43,15,8,96,87,52,25,2,100,99,83,29,4,100,100,98,51,4,100,100,100,73,3,100,100,100,74,4,100,100,99,86,8
"SCSE5",21,23,12,5,4,49,41,22,6,2,67,51,36,14,3,73,53,30,10,3,89,75,29,10,2,100,97,63,10,4,100,100,89,24,6,100,100,98,34,4,100,100,100,35,5,100,100,99,54,9
"AddModuleScore5",15,13,9,4,2,44,31,18,5,1,57,46,30,13,2,62,48,29,10,2,81,73,30,13,3,100,95,62,12,5,100,100,86,21,4,100,100,98,33,3,100,100,99,38,5,100,100,99,55,8
"ssGSEA6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE6",69,58,28,12,9,98,91,66,22,10,100,98,93,30,10,100,100,96,35,16,100,100,98,57,17,100,100,100,79,33,100,100,100,96,57,100,100,100,100,82,100,100,100,100,96,100,100,100,100,97
"AUCell6",90,75,41,16,9,100,95,66,24,11,100,98,92,35,6,100,100,96,30,9,100,100,96,48,9,100,100,100,64,18,100,100,100,93,31,100,100,100,97,47,100,100,100,100,66,100,100,100,100,63
"UCell6",47,38,15,7,6,75,58,33,5,2,84,54,34,5,1,93,70,39,7,0,92,72,29,8,3,93,80,35,11,1,100,99,70,11,0,100,100,89,9,0,100,100,91,16,1,100,100,98,16,0
"scPS6",37,29,10,5,6,47,37,24,10,2,63,52,22,10,1,83,59,40,13,0,85,72,39,9,2,99,96,62,23,2,100,100,90,40,0,100,100,100,49,1,100,100,100,53,1,100,100,100,61,0
"SCSE6",32,24,9,5,5,39,30,18,7,1,57,43,19,6,2,77,54,32,8,1,77,61,34,8,3,98,94,56,17,1,100,100,87,29,5,100,100,100,36,4,100,100,100,38,6,100,100,100,45,1
"AddModuleScore6",28,19,5,6,6,36,29,18,7,2,52,40,19,7,5,72,52,32,10,0,75,64,32,9,3,98,92,56,17,2,100,100,86,34,4,100,100,100,36,4,100,100,99,41,4,100,100,100,44,3
"ssGSEA7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE7",69,51,37,11,4,95,89,65,27,4,99,99,90,34,8,100,99,94,49,10,100,100,100,52,19,100,100,100,76,24,100,100,100,98,66,100,100,100,100,83,100,100,100,100,90,100,100,100,100,97
"AUCell7",85,66,47,16,2,100,92,69,28,2,99,100,89,30,2,100,100,90,45,7,100,100,99,49,13,100,100,100,64,15,100,100,100,92,32,100,100,100,100,49,100,100,100,99,49,100,100,100,100,69
"UCell7",45,31,25,7,3,73,58,21,8,2,93,80,35,10,2,93,81,40,7,2,94,83,48,6,4,99,92,49,13,2,100,100,90,16,1,100,100,97,26,2,100,100,98,44,0,100,100,100,42,1
"scPS7",29,14,23,6,3,45,34,12,6,3,63,47,24,10,3,74,49,27,8,2,85,59,36,7,4,98,91,49,12,4,100,100,88,26,2,100,100,98,37,2,100,100,100,52,3,100,100,100,58,2
"SCSE7",12,8,14,6,2,29,23,4,3,0,48,31,18,7,3,48,36,11,6,0,71,41,24,2,4,95,77,35,4,2,100,99,73,6,3,100,100,89,14,2,100,100,95,21,2,100,100,100,29,3
"AddModuleScore7",9,7,8,5,2,27,19,3,3,1,41,26,14,7,3,42,29,9,5,0,68,38,22,4,2,92,78,34,5,2,100,98,73,7,3,100,100,89,13,3,100,100,94,23,3,100,100,100,31,1
"ssGSEA8",0,0,0,1,1,2,1,1,1,1,0,0,0,0,1,2,1,1,1,0,2,4,0,0,0,3,4,2,2,0,8,4,1,0,2,25,8,4,2,0,56,19,4,2,0,98,27,7,2,0
"JASMINE8",60,51,41,14,7,99,89,66,17,11,100,99,82,29,13,100,100,96,35,11,100,100,100,56,12,100,100,100,83,26,100,100,100,98,67,100,100,100,100,82,100,100,100,100,88,100,100,100,100,95
"AUCell8",80,63,49,16,4,100,95,67,23,11,100,100,87,28,4,100,100,96,36,5,100,100,99,54,5,100,100,100,73,16,100,100,100,93,39,100,100,100,100,47,100,100,100,100,57,100,100,100,100,76
"UCell8",52,42,27,10,1,86,65,34,8,5,95,82,42,9,4,99,89,50,9,1,99,89,63,16,2,100,98,67,18,2,100,100,89,37,4,100,100,98,43,2,100,100,100,52,3,100,100,100,46,1
"scPS8",36,34,22,8,0,65,44,25,13,6,78,70,41,12,4,94,84,55,16,2,96,89,65,24,6,100,99,81,33,5,100,100,100,63,7,100,100,100,71,4,100,100,100,77,6,100,100,100,82,3
"SCSE8",30,21,20,8,2,44,34,20,6,3,62,56,26,9,2,87,76,37,8,5,90,79,49,11,2,100,98,68,14,1,100,100,93,35,8,100,100,99,43,10,100,100,100,43,9,100,100,100,45,6
"AddModuleScore8",24,14,15,10,3,37,27,19,6,3,59,54,24,8,2,84,72,38,9,4,87,78,47,14,3,99,96,71,16,1,100,100,93,32,7,100,100,98,41,9,100,100,100,42,13,100,100,100,48,7
"ssGSEA9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE9",57,54,32,17,9,96,92,66,31,5,100,98,94,31,15,100,100,91,50,12,100,100,98,66,8,100,100,100,78,19,100,100,100,97,68,100,100,100,100,77,100,100,100,100,96,100,100,100,100,96
"AUCell9",69,57,30,16,5,86,83,56,28,4,88,84,75,31,10,87,87,78,38,8,88,88,86,49,7,87,87,87,55,18,88,88,88,78,34,87,87,87,84,38,88,88,88,88,51,87,87,87,87,48
"UCell9",44,40,19,10,6,79,70,28,11,2,85,68,30,10,2,91,79,39,5,1,91,73,40,6,2,96,77,31,7,1,100,99,54,3,1,100,100,78,5,0,100,100,85,6,0,100,100,92,5,0
"scPS9",40,37,20,7,4,66,59,24,12,2,87,64,32,16,2,90,79,55,24,2,95,85,62,28,5,99,99,76,28,2,100,100,98,40,2,100,100,100,57,2,100,100,100,70,0,100,100,100,67,0
"SCSE9",33,32,17,6,5,56,52,21,12,4,78,57,26,12,2,84,74,49,18,2,91,79,50,19,3,99,97,71,21,3,100,100,94,35,6,100,100,100,43,4,100,100,100,58,9,100,100,100,53,7
"AddModuleScore9",33,31,17,7,2,51,45,20,11,5,78,54,23,12,3,81,68,46,19,2,92,77,50,18,3,99,98,72,20,4,100,100,93,36,5,100,100,100,43,4,100,100,100,60,12,100,100,100,56,8
