"","GS-10-0-","GS-10-0.2-","GS-10-0.5-","GS-10-0.8-","GS-10-1-","GS-20-0-","GS-20-0.2-","GS-20-0.5-","GS-20-0.8-","GS-20-1-","GS-30-0-","GS-30-0.2-","GS-30-0.5-","GS-30-0.8-","GS-30-1-","GS-40-0-","GS-40-0.2-","GS-40-0.5-","GS-40-0.8-","GS-40-1-","GS-50-0-","GS-50-0.2-","GS-50-0.5-","GS-50-0.8-","GS-50-1-","GS-100-0-","GS-100-0.2-","GS-100-0.5-","GS-100-0.8-","GS-100-1-","GS-200-0-","GS-200-0.2-","GS-200-0.5-","GS-200-0.8-","GS-200-1-","GS-300-0-","GS-300-0.2-","GS-300-0.5-","GS-300-0.8-","GS-300-1-","GS-400-0-","GS-400-0.2-","GS-400-0.5-","GS-400-0.8-","GS-400-1-","GS-500-0-","GS-500-0.2-","GS-500-0.5-","GS-500-0.8-","GS-500-1-"
"ssGSEA6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE6",100,97,82,23,6,100,100,99,66,9,100,100,100,75,23,100,100,100,84,35,100,100,100,94,43,100,100,100,100,79,100,100,100,100,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"AUCell6",74,68,46,13,3,99,95,73,27,1,100,100,94,37,6,100,100,95,42,9,100,100,100,59,12,100,100,100,74,39,100,100,100,99,58,100,100,100,100,85,100,100,100,100,97,100,100,100,100,96
"UCell6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS6",99,96,89,54,1,100,99,98,86,2,100,100,100,95,4,100,100,100,98,3,100,100,100,98,3,100,100,100,100,3,100,100,100,100,2,100,100,100,100,2,100,100,100,100,3,99,100,100,100,0
"SCSE6",68,57,39,23,4,92,87,58,33,2,100,98,77,37,11,100,97,90,38,12,100,100,96,43,11,100,100,99,69,24,100,100,100,97,50,100,100,100,98,78,100,100,100,100,91,100,100,100,100,89
"AddModuleScore6",35,33,40,46,1,57,66,53,43,2,68,95,80,40,4,90,95,89,50,4,95,100,99,46,2,100,100,100,93,2,100,100,100,100,1,100,100,100,100,3,100,100,100,100,2,100,100,100,100,4
"ssGSEA7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE7",100,99,85,28,5,100,100,99,67,9,100,100,100,71,15,100,100,100,91,27,100,100,100,93,37,100,100,100,100,75,100,100,100,100,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"AUCell7",79,71,52,20,6,99,95,83,32,2,99,100,94,39,6,100,100,99,54,9,100,100,98,57,16,100,100,100,84,37,100,100,100,96,67,100,100,100,100,89,100,100,100,100,90,100,100,100,100,96
"UCell7",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS7",100,99,94,71,4,100,100,100,87,0,100,100,100,93,7,100,100,100,98,5,100,100,100,98,3,100,100,100,100,3,100,100,100,100,3,99,100,100,100,0,100,100,100,100,0,100,99,100,100,2
"SCSE7",68,60,42,29,3,98,86,67,29,2,97,97,82,26,10,100,100,93,46,10,100,100,96,46,10,100,100,100,71,24,100,100,100,95,54,100,100,100,98,77,100,100,100,100,82,100,100,100,100,94
"AddModuleScore7",34,40,43,51,1,49,70,57,33,4,77,94,82,32,5,85,100,98,48,3,94,100,100,53,3,100,100,100,93,3,100,100,100,100,3,100,100,100,100,2,100,100,100,100,2,100,100,100,100,5
"ssGSEA8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE8",100,97,80,15,11,100,100,99,49,15,100,100,100,72,26,100,100,100,87,49,100,100,100,94,47,100,100,100,100,84,100,100,100,100,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"AUCell8",58,46,32,8,4,95,84,53,18,7,100,97,76,23,5,100,99,83,31,9,100,100,93,34,8,100,100,100,60,19,100,100,100,91,47,100,100,100,100,59,100,100,100,100,82,100,100,100,100,85
"UCell8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS8",99,99,86,55,4,100,100,99,71,6,100,100,100,88,2,100,100,100,93,7,100,100,100,96,6,100,100,100,100,7,99,100,100,100,7,100,100,100,100,6,98,100,100,100,3,91,99,100,100,5
"SCSE8",69,56,43,24,7,94,88,58,26,7,100,97,73,33,6,100,100,86,37,15,100,100,97,50,18,100,100,100,70,30,100,100,100,95,63,100,100,100,99,82,100,100,100,100,92,100,100,100,100,92
"AddModuleScore8",41,36,38,56,8,57,65,47,37,4,74,94,71,38,1,78,99,85,43,7,97,99,99,51,5,100,100,100,85,5,100,100,100,100,5,100,100,100,100,2,100,100,100,100,2,100,100,100,100,5
"ssGSEA9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JASMINE9",98,98,77,25,6,100,100,99,60,11,100,100,100,81,22,100,100,100,89,45,100,100,100,93,55,100,100,100,100,82,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"AUCell9",81,68,49,12,3,97,96,82,26,7,100,100,92,28,10,100,100,96,51,15,100,100,98,57,19,100,100,100,82,46,100,100,100,97,68,100,100,100,100,87,100,100,100,100,92,100,100,100,100,96
"UCell9",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scPS9",99,98,87,58,8,100,100,100,86,6,100,100,100,91,4,100,100,100,95,1,100,100,100,98,6,100,100,100,100,5,100,100,100,100,2,98,100,100,100,5,96,100,100,100,1,98,99,100,100,3
"SCSE9",68,56,48,13,6,94,81,70,33,6,100,99,82,40,9,99,99,88,52,11,100,100,93,51,20,100,100,100,74,37,100,100,100,91,60,100,100,100,100,75,100,100,100,99,88,100,100,100,100,93
"AddModuleScore9",39,30,44,53,3,51,63,58,39,4,72,94,83,42,3,89,100,91,54,1,97,100,98,49,5,100,100,100,89,4,100,100,100,100,2,100,100,100,100,4,100,100,100,100,3,100,100,100,100,5
